strategy,symbol,n_trades,total_pnl_usdt,win_rate_pct,sharpe,sortino,calmar,max_drawdown_pct,profit_factor,group
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),BNB_USDT,4499,-3259.53,52.5,-0.708,-0.193,-0.123,-37.1,0.9,B_New
B_Trend RF Model,BNB_USDT,969,-3674.81,45.6,-0.718,-0.098,-0.136,-38.75,0.78,B_New
B_Elliott Wave + Base ML,HBAR_USDT,590,-2828.31,47.6,-0.727,-0.097,-0.152,-32.38,0.79,B_New
B_Elliott Wave + Base ML,SUI_USDT,283,-1496.53,47.7,-0.733,-0.101,-0.232,-22.77,0.8,B_New
A_Bollinger Band Reversion,TRX_USDT,1030,-2312.69,58.2,-0.738,-0.092,-0.135,-24.23,0.82,A_Original
B_Elliott Wave + Base ML,BNB_USDT,561,-3143.25,44.6,-0.748,-0.083,-0.132,-33.11,0.74,B_New
A_MACD Momentum,ICP_USDT,2159,-2739.95,33.7,-0.752,-0.418,-0.178,-35.06,0.89,A_Original
B_OFI Momentum,NEAR_USDT,1771,-3175.92,41.6,-0.757,-0.243,-0.171,-39.03,0.88,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),DOT_USDT,3286,-2734.49,54.7,-0.759,-0.214,-0.171,-31.98,0.9,B_New
B_VWAP Reversion,APT_USDT,1406,-1689.59,66.1,-0.771,-0.149,-0.217,-23.48,0.89,B_New
B_Elliott Wave + Base ML,DOT_USDT,466,-2714.27,48.1,-0.774,-0.085,-0.178,-30.33,0.74,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),BTC_USDT,4153,-2748.28,50.3,-0.777,-0.209,-0.124,-29.21,0.9,B_New
B_Trend RF Model,UNI_USDT,704,-3658.58,49.0,-0.78,-0.105,-0.208,-37.5,0.79,B_New
A_Ensemble A (RSI+MACD+BB),SUI_USDT,1521,-1433.11,35.8,-0.781,-0.343,-0.269,-18.71,0.91,A_Original
B_Futures Short RF Model,SHIB_USDT,25,-516.12,28.0,-0.786,-0.033,-0.186,-5.71,0.41,B_New
B_Futures Short RF Model,AVAX_USDT,40,-705.95,47.5,-0.789,-0.03,-0.16,-8.14,0.45,B_New
B_Futures Short RF Model,SUI_USDT,9,-254.49,22.2,-0.798,-0.033,-0.258,-3.32,0.33,B_New
A_Bollinger Band Reversion,UNI_USDT,752,-2700.46,60.6,-0.805,-0.096,-0.2,-27.24,0.8,A_Original
B_Elliott Wave + Base ML,UNI_USDT,486,-4173.32,46.1,-0.817,-0.076,-0.219,-41.82,0.68,B_New
B_OFI Momentum,HBAR_USDT,2100,-3972.73,41.9,-0.833,-0.266,-0.159,-46.62,0.85,B_New
B_Trend RF Model,TRX_USDT,891,-3265.03,41.9,-0.84,-0.128,-0.126,-38.77,0.8,B_New
B_OFI Momentum,ICP_USDT,1574,-2905.67,41.7,-0.858,-0.265,-0.188,-35.54,0.87,B_New
B_Volatility Breakout (TTM Squeeze),LTC_USDT,514,-3054.38,37.0,-0.897,-0.117,-0.136,-31.43,0.72,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),LTC_USDT,4525,-3906.35,55.3,-0.9,-0.241,-0.143,-40.29,0.89,B_New
B_OFI Momentum,ATOM_USDT,2153,-4084.22,42.2,-0.968,-0.265,-0.169,-42.78,0.84,B_New
B_VWAP Reversion,ETH_USDT,2647,-3783.25,63.3,-1.022,-0.179,-0.129,-41.24,0.85,B_New
B_Volatility Breakout (TTM Squeeze),ATOM_USDT,424,-3380.08,42.2,-1.147,-0.122,-0.161,-35.51,0.65,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),UNI_USDT,3450,-4444.44,55.7,-1.182,-0.297,-0.22,-45.19,0.84,B_New
B_Volatility Breakout (TTM Squeeze),SUI_USDT,177,-1770.65,33.9,-1.203,-0.146,-0.317,-19.91,0.62,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ETH_USDT,4470,-4990.69,51.8,-1.321,-0.345,-0.149,-51.37,0.82,B_New
B_VWAP Reversion,TRX_USDT,2104,-4760.84,62.2,-1.504,-0.235,-0.164,-48.05,0.76,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),TRX_USDT,4097,-5154.59,48.7,-1.579,-0.415,-0.17,-51.65,0.79,B_New
