strategy,symbol,n_trades,total_pnl_usdt,gross_pnl_usdt,total_fees_usdt,win_rate_pct,sharpe,sortino,calmar,max_drawdown_pct,profit_factor,group
B_Volatility Breakout (TTM Squeeze),ICP_USDT,307,-731.4,-28.98,702.42,42.0,-0.302,-0.038,-0.079,-19.1,0.89,B_New
"B_SuperTrend (ATR×3, 10)",ATOM_USDT,787,-1372.77,-71.45,1301.32,37.6,-0.312,-0.081,-0.083,-25.12,0.92,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ICP_USDT,2965,-1231.85,1653.75,2885.6,56.7,-0.316,-0.088,-0.111,-23.58,0.96,B_New
B_Keltner Channel Breakout,SUI_USDT,401,-857.75,249.33,1107.09,42.4,-0.319,-0.076,-0.174,-16.98,0.92,B_New
B_Trend RF Model,ETH_USDT,1001,-1898.14,-772.9,1125.23,44.6,-0.327,-0.054,-0.081,-29.58,0.91,B_New
B_Trend RF Model,HBAR_USDT,852,-1717.99,-376.01,1341.99,50.2,-0.332,-0.054,-0.1,-28.16,0.91,B_New
B_Futures Short RF Model,DOT_USDT,84,-465.3,-257.72,207.58,41.7,-0.337,-0.025,-0.138,-6.05,0.8,B_New
A_Ensemble A (RSI+MACD+BB),BTC_USDT,4192,-1242.19,1577.49,2819.68,36.7,-0.339,-0.124,-0.062,-24.44,0.95,A_Original
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),LINK_USDT,4391,-1980.89,829.74,2810.63,56.0,-0.367,-0.112,-0.088,-34.12,0.95,B_New
A_MACD Momentum,LTC_USDT,3636,-2106.2,661.33,2767.52,31.8,-0.371,-0.195,-0.082,-34.17,0.95,A_Original
"B_SuperTrend (ATR×3, 10)",APT_USDT,370,-815.63,507.31,1322.93,35.1,-0.372,-0.113,-0.114,-20.88,0.9,B_New
B_OFI Momentum,UNI_USDT,1729,-1991.21,-513.3,1477.9,43.3,-0.405,-0.097,-0.145,-26.77,0.92,B_New
B_Trend RF Model,ADA_USDT,1015,-2365.9,-1073.89,1292.01,49.2,-0.409,-0.062,-0.104,-31.76,0.9,B_New
B_VWAP Reversion,BTC_USDT,2158,-1475.62,109.75,1585.36,64.1,-0.421,-0.068,-0.079,-23.18,0.93,B_New
B_Keltner Channel Breakout,LTC_USDT,1060,-2209.85,-1102.63,1107.21,43.4,-0.421,-0.087,-0.127,-23.14,0.9,B_New
B_Trend RF Model,ATOM_USDT,859,-2235.64,-336.87,1898.77,49.5,-0.425,-0.072,-0.126,-28.15,0.89,B_New
A_MACD Momentum,HBAR_USDT,2929,-2430.56,-392.55,2038.01,32.4,-0.426,-0.255,-0.112,-36.98,0.92,A_Original
B_MTF SMA-200 Filter,TRX_USDT,3310,-2585.15,827.7,3412.86,22.6,-0.436,-0.181,-0.118,-31.64,0.92,B_New
B_Trend RF Model,SUI_USDT,388,-1050.9,-35.0,1015.9,49.7,-0.437,-0.071,-0.185,-19.65,0.89,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),AVAX_USDT,3407,-1927.69,750.7,2678.38,55.8,-0.446,-0.132,-0.116,-32.4,0.95,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),SUI_USDT,1793,-1047.1,566.52,1613.63,55.0,-0.455,-0.145,-0.235,-15.46,0.94,B_New
B_VWAP Reversion,BNB_USDT,2549,-2028.24,-394.02,1634.22,65.3,-0.461,-0.076,-0.095,-27.76,0.92,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),SHIB_USDT,2693,-1641.15,-211.46,1429.69,54.4,-0.465,-0.137,-0.144,-24.65,0.93,B_New
B_OFI Momentum,APT_USDT,1102,-1389.6,870.45,2260.05,39.5,-0.484,-0.17,-0.146,-28.46,0.92,B_New
B_Volatility Breakout (TTM Squeeze),NEAR_USDT,307,-1384.87,-863.71,521.16,43.3,-0.484,-0.06,-0.163,-16.31,0.83,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),HBAR_USDT,3854,-2408.61,352.63,2761.24,56.2,-0.488,-0.132,-0.106,-38.6,0.94,B_New
A_MACD Momentum,SUI_USDT,1305,-1206.72,156.51,1363.23,32.6,-0.49,-0.285,-0.262,-16.03,0.92,A_Original
B_Trend RF Model,NEAR_USDT,677,-2451.06,-1302.72,1148.34,50.7,-0.498,-0.077,-0.166,-29.86,0.87,B_New
A_MACD Momentum,UNI_USDT,2410,-2223.87,-338.49,1885.38,33.7,-0.503,-0.2,-0.167,-26.26,0.92,A_Original
B_Trend RF Model,APT_USDT,447,-1441.55,659.58,2101.13,48.1,-0.504,-0.088,-0.213,-20.24,0.88,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ADA_USDT,4559,-2661.82,139.67,2801.49,54.8,-0.516,-0.149,-0.113,-33.5,0.93,B_New
B_Funding Rate Arb,APT_USDT,11,-361.6,-49.29,312.31,36.4,-0.522,-0.013,-0.172,-6.02,0.44,B_New
B_MTF SMA-200 Filter,LTC_USDT,3797,-3380.31,-294.33,3085.99,21.5,-0.528,-0.241,-0.113,-42.68,0.92,B_New
B_Ichimoku Cloud,UNI_USDT,1148,-2707.05,-1225.53,1481.51,36.2,-0.531,-0.156,-0.15,-36.46,0.9,B_New
B_VWAP Reversion,ATOM_USDT,2804,-2435.1,31.98,2467.08,66.4,-0.532,-0.099,-0.107,-36.42,0.93,B_New
B_OFI Momentum,TRX_USDT,2477,-2220.7,-197.51,2023.19,40.4,-0.535,-0.166,-0.132,-23.74,0.9,B_New
B_Funding Rate Arb,BNB_USDT,4,-89.05,-42.74,46.31,0.0,-0.537,-0.005,-0.119,-0.89,0.0,B_New
B_VWAP Reversion,SUI_USDT,1255,-1214.72,161.17,1375.9,65.9,-0.54,-0.099,-0.291,-14.55,0.92,B_New
B_Keltner Channel Breakout,ATOM_USDT,927,-2742.29,-1135.51,1606.79,44.8,-0.549,-0.116,-0.157,-28.48,0.87,B_New
A_Bollinger Band Reversion,APT_USDT,488,-1189.61,77.4,1267.01,63.7,-0.553,-0.067,-0.203,-17.36,0.87,A_Original
B_VWAP Reversion,DOT_USDT,2178,-2044.81,-56.81,1988.0,66.1,-0.556,-0.098,-0.172,-22.93,0.91,B_New
B_Donchian Breakout,SUI_USDT,220,-1156.2,-492.79,663.41,40.5,-0.559,-0.092,-0.25,-16.09,0.83,B_New
B_MTF SMA-200 Filter,SUI_USDT,1270,-1721.0,188.79,1909.8,24.0,-0.568,-0.257,-0.252,-24.24,0.91,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),APT_USDT,2004,-1374.61,822.84,2197.46,56.5,-0.571,-0.165,-0.166,-24.72,0.93,B_New
B_Futures Short RF Model,BTC_USDT,6,-194.08,-181.12,12.96,0.0,-0.58,-0.007,-0.116,-1.94,0.0,B_New
B_MACD Centerline Cross + Divergence,UNI_USDT,2335,-2434.04,-671.93,1762.11,49.0,-0.581,-0.157,-0.179,-27.01,0.9,B_New
B_Trend RF Model,BTC_USDT,977,-2439.23,-1470.8,968.44,46.4,-0.585,-0.086,-0.122,-25.99,0.84,B_New
A_Ensemble A (RSI+MACD+BB),APT_USDT,1756,-1248.46,823.88,2072.34,36.7,-0.592,-0.24,-0.16,-23.09,0.93,A_Original
A_Ensemble A (RSI+MACD+BB),UNI_USDT,2839,-2231.59,-223.39,2008.2,36.9,-0.595,-0.211,-0.142,-30.99,0.92,A_Original
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),XRP_USDT,4158,-2703.43,-273.91,2429.53,54.7,-0.595,-0.152,-0.113,-34.11,0.91,B_New
B_Trend RF Model,SOL_USDT,678,-2745.08,-1751.72,993.36,49.4,-0.596,-0.091,-0.17,-32.2,0.84,B_New
A_RSI Mean Reversion,SUI_USDT,46,-541.05,-409.05,132.0,43.5,-0.607,-0.03,-0.225,-8.19,0.65,A_Original
B_Donchian Breakout,UNI_USDT,483,-2374.98,-1705.88,669.1,44.7,-0.608,-0.079,-0.155,-30.43,0.81,B_New
B_Ichimoku Cloud,SUI_USDT,627,-1751.93,-462.08,1289.85,37.3,-0.63,-0.226,-0.264,-23.6,0.88,B_New
A_Ensemble A (RSI+MACD+BB),TRX_USDT,4053,-2283.22,447.08,2730.3,37.0,-0.637,-0.234,-0.127,-25.51,0.91,A_Original
B_MTF SMA-200 Filter,UNI_USDT,2380,-3643.47,-1586.86,2056.6,23.7,-0.639,-0.213,-0.212,-36.61,0.89,B_New
B_VWAP Reversion,LTC_USDT,2910,-2864.0,-854.37,2009.63,65.0,-0.646,-0.115,-0.122,-32.27,0.9,B_New
B_Trend RF Model,DOT_USDT,713,-2714.68,-1241.44,1473.23,50.2,-0.661,-0.091,-0.194,-27.85,0.82,B_New
B_Donchian Breakout,LTC_USDT,506,-2600.01,-1933.55,666.46,41.5,-0.671,-0.083,-0.132,-26.73,0.78,B_New
B_VWAP Reversion,UNI_USDT,2304,-2978.56,-1373.86,1604.69,65.7,-0.685,-0.113,-0.197,-30.95,0.88,B_New
B_Futures Short RF Model,SHIB_USDT,13,-350.93,-343.33,7.61,30.8,-0.698,-0.014,-0.165,-4.33,0.25,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ATOM_USDT,4150,-3102.74,-162.62,2940.12,56.0,-0.706,-0.197,-0.14,-37.02,0.92,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),BNB_USDT,4499,-3260.58,-915.99,2344.59,52.5,-0.709,-0.193,-0.123,-37.1,0.9,B_New
B_Futures Short RF Model,UNI_USDT,85,-796.2,-628.21,167.99,38.8,-0.712,-0.049,-0.175,-8.37,0.63,B_New
B_Elliott Wave + Base ML,UNI_USDT,591,-3788.53,-3134.49,654.04,44.3,-0.726,-0.077,-0.214,-37.95,0.74,B_New
B_Trend RF Model,LINK_USDT,868,-3627.01,-2654.5,972.51,48.0,-0.727,-0.121,-0.157,-38.17,0.83,B_New
B_Trend RF Model,BNB_USDT,969,-3553.98,-2862.83,691.15,45.2,-0.729,-0.108,-0.136,-37.24,0.79,B_New
A_Bollinger Band Reversion,TRX_USDT,1030,-2312.69,-1143.21,1169.48,58.2,-0.738,-0.092,-0.135,-24.23,0.82,A_Original
A_MACD Momentum,ICP_USDT,2159,-2741.78,-873.31,1868.47,33.7,-0.753,-0.419,-0.178,-35.06,0.89,A_Original
B_OFI Momentum,NEAR_USDT,1771,-3177.58,-1736.43,1441.15,41.6,-0.757,-0.243,-0.171,-39.03,0.88,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),DOT_USDT,3286,-2734.73,-494.09,2240.64,54.7,-0.759,-0.214,-0.171,-31.98,0.9,B_New
B_VWAP Reversion,APT_USDT,1406,-1678.69,316.66,1995.35,66.1,-0.766,-0.148,-0.216,-23.48,0.89,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),BTC_USDT,4153,-2749.59,-305.4,2444.19,50.3,-0.777,-0.209,-0.124,-29.21,0.9,B_New
A_Ensemble A (RSI+MACD+BB),SUI_USDT,1522,-1433.79,-62.27,1371.52,35.7,-0.782,-0.343,-0.269,-18.71,0.91,A_Original
B_Trend RF Model,UNI_USDT,703,-3801.54,-2936.47,865.08,49.4,-0.782,-0.099,-0.211,-38.63,0.78,B_New
A_Bollinger Band Reversion,UNI_USDT,752,-2700.46,-1919.62,780.84,60.6,-0.805,-0.096,-0.2,-27.24,0.8,A_Original
B_OFI Momentum,HBAR_USDT,2100,-3973.67,-2554.43,1419.24,41.9,-0.833,-0.266,-0.159,-46.62,0.85,B_New
B_OFI Momentum,ICP_USDT,1574,-2907.48,-1233.08,1674.39,41.7,-0.858,-0.265,-0.188,-35.54,0.87,B_New
B_Trend RF Model,TRX_USDT,892,-3359.31,-1919.91,1439.4,41.8,-0.865,-0.131,-0.128,-39.63,0.79,B_New
B_Volatility Breakout (TTM Squeeze),LTC_USDT,514,-3054.38,-2551.57,502.81,37.0,-0.897,-0.117,-0.136,-31.43,0.72,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),LTC_USDT,4525,-3906.9,-1357.91,2548.99,55.3,-0.9,-0.241,-0.143,-40.3,0.89,B_New
B_OFI Momentum,ATOM_USDT,2153,-4084.22,-2281.17,1803.06,42.2,-0.968,-0.265,-0.169,-42.78,0.84,B_New
B_VWAP Reversion,ETH_USDT,2647,-3783.25,-2173.39,1609.86,63.3,-1.022,-0.179,-0.129,-41.24,0.85,B_New
B_Volatility Breakout (TTM Squeeze),ATOM_USDT,424,-3380.08,-2661.41,718.68,42.2,-1.147,-0.122,-0.161,-35.51,0.65,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),UNI_USDT,3450,-4445.82,-2632.72,1813.1,55.7,-1.183,-0.297,-0.22,-45.19,0.84,B_New
B_Volatility Breakout (TTM Squeeze),SUI_USDT,177,-1773.47,-1357.5,415.97,33.9,-1.206,-0.146,-0.317,-19.91,0.62,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ETH_USDT,4470,-4991.47,-3030.91,1960.56,51.8,-1.321,-0.345,-0.149,-51.37,0.82,B_New
B_VWAP Reversion,TRX_USDT,2104,-4760.84,-3434.83,1326.01,62.2,-1.504,-0.235,-0.164,-48.05,0.76,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),TRX_USDT,4097,-5154.59,-3117.39,2037.2,48.7,-1.579,-0.415,-0.17,-51.65,0.79,B_New
B_Futures Short RF Model,SUI_USDT,25,-853.99,-759.4,94.6,24.0,-1.642,-0.073,-0.344,-8.54,0.14,B_New
