strategy,symbol,n_trades,total_pnl_usdt,win_rate_pct,sharpe,sortino,calmar,max_drawdown_pct,profit_factor,group
B_Keltner_Breakout,LINK_USDT,1102,740.06,46.5,0.152,0.037,0.072,-13.73,1.02,B_New
B_MACD_MetaFiltered,BTC_USDT,9,23.25,55.6,0.131,0.001,0.054,-0.49,1.39,B_New
B_Keltner_Breakout,BTC_USDT,1325,352.2,44.9,0.097,0.024,0.02,-20.3,1.01,B_New
A_RSI_MeanReversion,HBAR_USDT,721,117.11,53.8,0.086,0.008,0.006,-28.71,1.0,A_Original
A_MACD_Momentum,XRP_USDT,5520,289.19,33.1,0.085,0.052,0.014,-26.25,1.0,A_Original
B_Donchian_Breakout,NEAR_USDT,624,129.98,47.0,0.071,0.015,0.01,-23.06,1.01,B_New
B_Keltner_Breakout,DOT_USDT,886,128.35,44.2,0.069,0.017,0.01,-22.1,1.01,B_New
A_MACD_Momentum,SOL_USDT,3802,65.2,36.1,0.067,0.039,0.004,-27.8,1.0,A_Original
A_RSI_MeanReversion,UNI_USDT,627,28.82,49.6,0.058,0.012,0.002,-20.84,1.0,A_Original
B_Ensemble_MetaFiltered,SHIB_USDT,12,48.66,33.3,0.055,0.002,0.02,-4.9,1.09,B_New
A_Ensemble,SOL_USDT,5176,-84.56,43.4,0.046,0.021,-0.004,-35.77,1.0,A_Original
B_MACD_MetaFiltered,ATOM_USDT,3,9.3,33.3,0.021,0.0,0.009,-1.45,1.06,B_New
B_VWAP_Reversion,HBAR_USDT,5425,-375.95,67.9,0.018,0.004,-0.014,-42.35,1.0,B_New
B_RSI_MetaFiltered,ICP_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Funding_Arb,BTC_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_RSI_MetaFiltered,SOL_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_MACD_MetaFiltered,SOL_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Funding_Arb,ETH_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Funding_Arb,ADA_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_MACD_MetaFiltered,XRP_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Funding_Arb,XRP_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_MACD_MetaFiltered,LINK_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Funding_Arb,LINK_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Ensemble_MetaFiltered,LINK_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Funding_Arb,SHIB_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_RSI_MetaFiltered,AVAX_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_RSI_MetaFiltered,DOGE_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_RSI_MetaFiltered,DOT_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_RSI_MetaFiltered,SUI_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Funding_Arb,UNI_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_RSI_MetaFiltered,UNI_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Funding_Arb,LTC_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Funding_Arb,DOGE_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Ensemble_MetaFiltered,XRP_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_RSI_MetaFiltered,XRP_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_RSI_MetaFiltered,BNB_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_RSI_MetaFiltered,APT_USDT,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,B_New
B_Keltner_Breakout,TRX_USDT,1324,-204.85,41.8,-0.002,-0.001,-0.012,-21.51,0.99,B_New
B_Keltner_Breakout,UNI_USDT,890,-326.45,44.0,-0.013,-0.004,-0.028,-20.83,0.99,B_New
A_Ensemble,XRP_USDT,7553,-667.6,40.4,-0.044,-0.02,-0.027,-32.34,0.99,A_Original
B_Donchian_Breakout,ETH_USDT,682,-414.85,45.5,-0.047,-0.007,-0.028,-17.31,0.98,B_New
A_BB_Reversion,HBAR_USDT,2033,-1135.75,64.2,-0.049,-0.007,-0.055,-32.98,0.97,A_Original
B_Donchian_Breakout,TRX_USDT,1010,-435.19,43.1,-0.053,-0.01,-0.035,-16.01,0.97,B_New
B_OFI_Momentum,SOL_USDT,3134,-731.6,41.6,-0.056,-0.025,-0.03,-44.41,0.99,B_New
A_MACD_Momentum,LINK_USDT,5056,-819.57,34.7,-0.057,-0.033,-0.033,-35.29,0.99,A_Original
A_BB_Reversion,LTC_USDT,2573,-812.09,63.7,-0.068,-0.012,-0.042,-23.72,0.98,A_Original
A_BB_Reversion,SUI_USDT,951,-380.94,64.7,-0.07,-0.013,-0.058,-22.12,0.98,A_Original
B_Ensemble_MetaFiltered,ETH_USDT,3,-21.53,33.3,-0.074,-0.001,-0.028,-0.89,0.76,B_New
A_Ensemble,DOT_USDT,5211,-696.47,42.2,-0.076,-0.038,-0.037,-34.43,0.99,A_Original
B_Keltner_Breakout,XRP_USDT,1174,-879.12,41.9,-0.087,-0.022,-0.035,-32.58,0.97,B_New
A_MACD_Momentum,TRX_USDT,5310,-940.2,33.3,-0.104,-0.062,-0.051,-24.48,0.98,A_Original
B_Ensemble_MetaFiltered,ADA_USDT,6,-105.26,33.3,-0.111,-0.002,-0.035,-3.77,0.72,B_New
A_BB_Reversion,ICP_USDT,1545,-972.05,63.0,-0.119,-0.02,-0.062,-32.96,0.97,A_Original
B_Funding_Arb,SOL_USDT,7,-36.34,42.9,-0.119,-0.002,-0.048,-1.33,0.77,B_New
B_VWAP_Reversion,ICP_USDT,4312,-958.26,67.1,-0.122,-0.031,-0.068,-29.54,0.98,B_New
B_Keltner_Breakout,SUI_USDT,462,-515.65,43.9,-0.148,-0.039,-0.129,-13.6,0.96,B_New
B_OFI_Momentum,BTC_USDT,4298,-1042.1,39.2,-0.151,-0.062,-0.06,-20.83,0.97,B_New
B_Donchian_Breakout,ADA_USDT,777,-1155.39,44.4,-0.155,-0.027,-0.054,-27.98,0.95,B_New
B_Donchian_Breakout,LINK_USDT,792,-1071.04,46.5,-0.157,-0.029,-0.051,-30.37,0.95,B_New
A_MACD_Momentum,AVAX_USDT,3810,-1354.51,35.1,-0.176,-0.111,-0.127,-20.27,0.97,A_Original
A_Ensemble,ETH_USDT,7863,-1694.95,42.0,-0.206,-0.093,-0.047,-45.07,0.98,A_Original
B_Donchian_Breakout,DOT_USDT,650,-1038.01,43.2,-0.227,-0.047,-0.059,-32.26,0.94,B_New
A_MACD_Momentum,UNI_USDT,3838,-1719.06,34.8,-0.231,-0.129,-0.098,-33.7,0.97,A_Original
B_VWAP_Reversion,NEAR_USDT,4969,-1820.24,68.0,-0.234,-0.064,-0.102,-34.88,0.97,B_New
B_RSI_MetaFiltered,ADA_USDT,4,-155.8,50.0,-0.234,-0.003,-0.069,-2.81,0.45,B_New
A_MACD_Momentum,ATOM_USDT,4763,-1874.98,35.0,-0.238,-0.153,-0.083,-35.37,0.97,A_Original
B_RSI_MetaFiltered,SHIB_USDT,4,-37.94,50.0,-0.242,-0.032,-0.092,-0.83,0.54,B_New
A_RSI_MeanReversion,LTC_USDT,924,-1599.53,52.2,-0.255,-0.036,-0.068,-30.4,0.93,A_Original
B_Donchian_Breakout,BTC_USDT,703,-1121.11,45.0,-0.262,-0.04,-0.094,-14.52,0.91,B_New
A_BB_Reversion,NEAR_USDT,1710,-1995.44,62.0,-0.274,-0.051,-0.114,-34.48,0.95,A_Original
B_OFI_Momentum,LTC_USDT,4594,-2188.89,44.1,-0.278,-0.105,-0.112,-25.98,0.96,B_New
A_Ensemble,AVAX_USDT,5168,-1976.88,41.5,-0.286,-0.142,-0.092,-41.91,0.97,A_Original
B_Keltner_Breakout,LTC_USDT,1225,-1916.39,42.8,-0.292,-0.069,-0.102,-24.72,0.93,B_New
A_BB_Reversion,DOT_USDT,1771,-1867.71,61.7,-0.316,-0.059,-0.138,-25.85,0.94,A_Original
B_Donchian_Breakout,DOGE_USDT,525,-9968.96,43.4,-0.334,-0.024,-0.573,-99.73,0.3,B_New
B_RSI_MetaFiltered,ETH_USDT,1,-69.18,0.0,-0.339,0.0,-0.115,-0.69,0.0,B_New
B_Ensemble_MetaFiltered,BNB_USDT,1,-26.71,0.0,-0.344,0.0,-0.118,-0.27,0.0,B_New
B_MACD_MetaFiltered,LTC_USDT,1,-139.93,0.0,-0.346,0.0,-0.12,-1.4,0.0,B_New
A_MACD_Momentum,DOT_USDT,3860,-1971.65,34.6,-0.347,-0.224,-0.129,-29.43,0.96,A_Original
B_Ensemble_MetaFiltered,UNI_USDT,2,-234.72,50.0,-0.349,0.0,-0.152,-2.79,0.16,B_New
B_Donchian_Breakout,XRP_USDT,608,-1824.81,42.1,-0.352,-0.055,-0.118,-21.19,0.87,B_New
B_Ensemble_MetaFiltered,ATOM_USDT,2,-147.15,50.0,-0.352,0.0,-0.135,-1.57,0.06,B_New
A_Ensemble,LTC_USDT,7690,-2769.9,40.2,-0.368,-0.178,-0.08,-47.53,0.97,A_Original
B_OFI_Momentum,ADA_USDT,4203,-2719.81,42.2,-0.369,-0.148,-0.083,-46.75,0.96,B_New
B_Keltner_Breakout,HBAR_USDT,960,-3127.87,42.9,-0.374,-0.115,-0.116,-47.7,0.87,B_New
B_RSI_MetaFiltered,ATOM_USDT,1,-109.03,0.0,-0.378,0.0,-0.144,-1.09,0.0,B_New
B_OFI_Momentum,UNI_USDT,3054,-2445.84,44.3,-0.379,-0.129,-0.132,-37.03,0.95,B_New
B_MACD_MetaFiltered,DOGE_USDT,1,-69.15,0.0,-0.383,0.0,-0.147,-0.69,0.0,B_New
A_BB_Reversion,SHIB_USDT,1519,-2234.8,64.1,-0.388,-0.058,-0.145,-34.11,0.9,A_Original
B_Funding_Arb,HBAR_USDT,1,-125.92,0.0,-0.39,0.0,-0.153,-1.26,0.0,B_New
B_OFI_Momentum,XRP_USDT,4311,-2862.23,42.8,-0.391,-0.141,-0.118,-35.19,0.94,B_New
B_Keltner_Breakout,ICP_USDT,732,-1899.42,43.2,-0.396,-0.107,-0.181,-22.97,0.91,B_New
A_RSI_MeanReversion,ATOM_USDT,772,-2195.88,49.2,-0.406,-0.06,-0.14,-24.87,0.89,A_Original
B_Ensemble_MetaFiltered,DOT_USDT,1,-374.83,0.0,-0.419,0.0,-0.178,-3.75,0.0,B_New
B_MACD_MetaFiltered,UNI_USDT,1,-46.34,0.0,-0.422,0.0,-0.179,-0.46,0.0,B_New
B_MACD_MetaFiltered,AVAX_USDT,1,-60.63,0.0,-0.423,0.0,-0.179,-0.61,0.0,B_New
B_RSI_MetaFiltered,NEAR_USDT,1,-28.21,0.0,-0.425,0.0,-0.181,-0.28,0.0,B_New
A_MACD_Momentum,BTC_USDT,5854,-2418.42,32.7,-0.435,-0.25,-0.113,-27.88,0.95,A_Original
B_Donchian_Breakout,ATOM_USDT,844,-2351.17,43.2,-0.438,-0.08,-0.104,-36.2,0.89,B_New
A_RSI_MeanReversion,LINK_USDT,832,-2594.99,50.6,-0.448,-0.066,-0.125,-32.47,0.88,A_Original
B_MACD_MetaFiltered,ICP_USDT,1,-217.25,0.0,-0.449,0.0,-0.203,-2.17,0.0,B_New
B_Donchian_Breakout,AVAX_USDT,622,-2309.64,45.5,-0.449,-0.071,-0.148,-31.01,0.88,B_New
A_Ensemble,DOGE_USDT,6251,-4005.39,39.9,-0.455,-0.155,-0.169,-42.91,0.93,A_Original
B_Ensemble_MetaFiltered,TRX_USDT,2,-17.12,0.0,-0.455,-0.004,-0.127,-0.17,0.0,B_New
B_OFI_Momentum,DOGE_USDT,3613,-3820.51,42.0,-0.465,-0.174,-0.166,-41.2,0.91,B_New
B_OFI_Momentum,ETH_USDT,4470,-3115.68,42.1,-0.469,-0.171,-0.125,-33.54,0.93,B_New
B_Donchian_Breakout,HBAR_USDT,777,-2893.3,42.3,-0.469,-0.06,-0.142,-35.51,0.84,B_New
B_OFI_Momentum,SUI_USDT,1692,-1570.74,43.1,-0.481,-0.208,-0.237,-23.43,0.94,B_New
A_BB_Reversion,LINK_USDT,2214,-3205.68,61.8,-0.481,-0.089,-0.131,-39.58,0.92,A_Original
B_VWAP_Reversion,DOGE_USDT,5041,-4108.03,67.2,-0.484,-0.098,-0.15,-49.88,0.92,B_New
B_Funding_Arb,AVAX_USDT,2,-48.59,0.0,-0.491,-0.004,-0.179,-0.49,0.0,B_New
B_OFI_Momentum,AVAX_USDT,3101,-3076.88,43.0,-0.494,-0.206,-0.152,-41.71,0.93,B_New
A_Ensemble,UNI_USDT,5144,-3073.07,41.3,-0.494,-0.234,-0.123,-51.69,0.95,A_Original
A_BB_Reversion,BNB_USDT,2617,-3704.13,63.0,-0.499,-0.08,-0.111,-47.7,0.9,A_Original
B_Funding_Arb,TRX_USDT,21,-299.45,23.8,-0.516,-0.019,-0.108,-3.57,0.42,B_New
B_Keltner_Breakout,ATOM_USDT,1094,-2947.69,44.7,-0.519,-0.118,-0.129,-37.6,0.89,B_New
A_RSI_MeanReversion,SUI_USDT,340,-1326.05,51.5,-0.527,-0.08,-0.183,-25.37,0.88,A_Original
B_MACD_MetaFiltered,APT_USDT,1,-127.35,0.0,-0.532,0.0,-0.285,-1.27,0.0,B_New
A_BB_Reversion,AVAX_USDT,1724,-3175.03,61.5,-0.55,-0.105,-0.155,-42.56,0.91,A_Original
B_Donchian_Breakout,APT_USDT,351,-1443.23,42.2,-0.557,-0.105,-0.191,-22.69,0.86,B_New
B_OFI_Momentum,DOT_USDT,2995,-2893.37,42.7,-0.572,-0.222,-0.147,-39.69,0.93,B_New
A_BB_Reversion,ATOM_USDT,2134,-3620.77,60.9,-0.577,-0.111,-0.169,-36.84,0.9,A_Original
A_RSI_MeanReversion,XRP_USDT,885,-3462.92,52.0,-0.583,-0.066,-0.149,-34.79,0.82,A_Original
A_Ensemble,NEAR_USDT,5271,-3602.78,41.1,-0.6,-0.314,-0.16,-48.57,0.95,A_Original
B_Donchian_Breakout,UNI_USDT,670,-2801.47,44.5,-0.618,-0.102,-0.172,-33.12,0.84,B_New
A_MACD_Momentum,LTC_USDT,5822,-4204.74,32.7,-0.652,-0.402,-0.125,-50.65,0.93,A_Original
A_MACD_Momentum,SUI_USDT,2085,-2023.47,33.6,-0.654,-0.448,-0.265,-27.51,0.92,A_Original
B_Donchian_Breakout,SUI_USDT,300,-1519.41,41.7,-0.655,-0.116,-0.231,-23.17,0.83,B_New
B_RSI_MetaFiltered,BTC_USDT,8,-111.28,25.0,-0.661,-0.011,-0.116,-1.11,0.08,B_New
A_BB_Reversion,ADA_USDT,2438,-4321.98,62.0,-0.684,-0.122,-0.153,-44.51,0.87,A_Original
A_MACD_Momentum,NEAR_USDT,3920,-3892.26,34.1,-0.69,-0.453,-0.174,-48.83,0.92,A_Original
B_Funding_Arb,ATOM_USDT,16,-529.06,25.0,-0.699,-0.019,-0.109,-7.12,0.3,B_New
A_RSI_MeanReversion,ICP_USDT,503,-2749.93,48.9,-0.713,-0.099,-0.198,-31.65,0.82,A_Original
B_OFI_Momentum,TRX_USDT,4282,-3904.13,41.2,-0.717,-0.278,-0.153,-39.9,0.9,B_New
B_OFI_Momentum,BNB_USDT,4427,-4632.34,40.7,-0.721,-0.258,-0.141,-50.24,0.9,B_New
A_Ensemble,TRX_USDT,7386,-3979.68,40.1,-0.724,-0.309,-0.135,-46.19,0.93,A_Original
B_VWAP_Reversion,SOL_USDT,4824,-4076.7,66.6,-0.727,-0.194,-0.189,-46.44,0.92,B_New
A_BB_Reversion,BTC_USDT,2693,-3573.49,64.1,-0.733,-0.13,-0.132,-37.64,0.87,A_Original
B_Donchian_Breakout,LTC_USDT,696,-3358.96,42.5,-0.737,-0.106,-0.142,-33.59,0.78,B_New
A_RSI_MeanReversion,SHIB_USDT,548,-3099.18,55.3,-0.738,-0.074,-0.195,-36.92,0.75,A_Original
A_RSI_MeanReversion,ADA_USDT,889,-3848.89,51.5,-0.747,-0.105,-0.147,-40.05,0.8,A_Original
A_BB_Reversion,UNI_USDT,1713,-3965.12,61.6,-0.76,-0.141,-0.212,-40.5,0.86,A_Original
A_BB_Reversion,DOGE_USDT,2063,-5474.32,63.9,-0.762,-0.104,-0.181,-60.6,0.81,A_Original
B_Keltner_Breakout,APT_USDT,524,-2259.72,39.1,-0.763,-0.218,-0.212,-33.0,0.84,B_New
A_Ensemble,ICP_USDT,4573,-3623.41,40.5,-0.77,-0.388,-0.214,-40.56,0.92,A_Original
B_Funding_Arb,BNB_USDT,12,-331.04,16.7,-0.777,-0.016,-0.12,-3.31,0.12,B_New
B_Donchian_Breakout,SOL_USDT,618,-3512.42,43.4,-0.782,-0.141,-0.2,-36.53,0.79,B_New
A_RSI_MeanReversion,DOGE_USDT,716,-5326.84,53.5,-0.783,-0.071,-0.194,-54.34,0.68,A_Original
B_Ensemble,DOGE_USDT,7129,-5151.62,57.9,-0.787,-0.274,-0.181,-55.64,0.91,B_New
A_BB_Reversion,ETH_USDT,2658,-4640.17,63.3,-0.791,-0.146,-0.141,-49.19,0.86,A_Original
A_BB_Reversion,SOL_USDT,1754,-4292.37,61.2,-0.793,-0.144,-0.2,-46.64,0.87,A_Original
A_RSI_MeanReversion,DOT_USDT,624,-3218.73,49.0,-0.807,-0.109,-0.198,-33.3,0.8,A_Original
B_VWAP_Reversion,AVAX_USDT,4666,-4330.1,66.5,-0.808,-0.214,-0.173,-55.74,0.93,B_New
B_VWAP_Reversion,LTC_USDT,5868,-4849.93,65.9,-0.81,-0.201,-0.146,-52.4,0.9,B_New
A_RSI_MeanReversion,BTC_USDT,1023,-3341.29,49.5,-0.812,-0.119,-0.121,-37.89,0.81,A_Original
A_BB_Reversion,XRP_USDT,2407,-5254.36,63.8,-0.814,-0.121,-0.168,-53.04,0.83,A_Original
A_Ensemble,BTC_USDT,7743,-3987.29,39.5,-0.818,-0.363,-0.107,-53.12,0.93,A_Original
B_VWAP_Reversion,XRP_USDT,5235,-5088.45,65.3,-0.835,-0.187,-0.166,-51.32,0.88,B_New
B_VWAP_Reversion,LINK_USDT,5911,-5073.49,66.6,-0.838,-0.227,-0.16,-57.77,0.92,B_New
B_Ensemble,SOL_USDT,6836,-4650.61,56.7,-0.85,-0.343,-0.213,-48.8,0.93,B_New
B_VWAP_Reversion,SUI_USDT,2474,-2559.72,66.5,-0.862,-0.232,-0.354,-26.63,0.91,B_New
A_MACD_Momentum,HBAR_USDT,4706,-5127.47,32.7,-0.875,-0.535,-0.198,-52.25,0.88,A_Original
B_OFI_Momentum,LINK_USDT,3955,-5187.9,43.7,-0.897,-0.33,-0.178,-53.65,0.89,B_New
B_Ensemble,NEAR_USDT,6719,-4933.85,58.2,-0.944,-0.385,-0.219,-52.76,0.92,B_New
B_VWAP_Reversion,UNI_USDT,4580,-5056.27,66.4,-0.954,-0.23,-0.221,-53.35,0.89,B_New
A_RSI_MeanReversion,SOL_USDT,653,-3950.09,48.1,-0.958,-0.145,-0.195,-43.27,0.78,A_Original
B_VWAP_Reversion,ATOM_USDT,5647,-5378.77,66.4,-0.962,-0.252,-0.175,-59.77,0.91,B_New
A_RSI_MeanReversion,TRX_USDT,948,-4289.02,47.5,-0.979,-0.123,-0.16,-42.89,0.75,A_Original
B_Ensemble,LINK_USDT,8477,-5788.85,57.8,-0.998,-0.395,-0.174,-64.52,0.9,B_New
A_RSI_MeanReversion,BNB_USDT,944,-5492.54,49.5,-1.0,-0.106,-0.158,-56.98,0.67,A_Original
B_VWAP_Reversion,BTC_USDT,4420,-4672.66,64.0,-1.032,-0.231,-0.138,-50.56,0.88,B_New
A_RSI_MeanReversion,NEAR_USDT,614,-4500.71,49.5,-1.044,-0.144,-0.227,-45.01,0.74,A_Original
B_Donchian_Breakout,ICP_USDT,520,-3784.21,41.5,-1.047,-0.151,-0.226,-40.32,0.75,B_New
B_Ensemble,SUI_USDT,3465,-3035.8,57.1,-1.061,-0.458,-0.327,-34.87,0.91,B_New
B_VWAP_Reversion,ADA_USDT,6055,-5960.48,66.1,-1.083,-0.28,-0.176,-60.7,0.88,B_New
A_Ensemble,SUI_USDT,2757,-3021.35,40.2,-1.084,-0.502,-0.287,-39.46,0.9,A_Original
A_RSI_MeanReversion,ETH_USDT,1053,-4931.75,48.6,-1.122,-0.164,-0.144,-52.3,0.74,A_Original
A_MACD_Momentum,APT_USDT,2434,-3542.36,32.5,-1.123,-0.724,-0.275,-42.46,0.88,A_Original
B_Ensemble,HBAR_USDT,7514,-6230.34,58.3,-1.153,-0.404,-0.211,-65.32,0.9,B_New
A_BB_Reversion,APT_USDT,1075,-3628.08,62.0,-1.177,-0.207,-0.309,-38.82,0.81,A_Original
B_VWAP_Reversion,APT_USDT,2809,-3703.86,67.2,-1.191,-0.3,-0.33,-37.29,0.87,B_New
A_RSI_MeanReversion,APT_USDT,371,-3118.41,52.3,-1.191,-0.152,-0.285,-35.26,0.74,A_Original
B_VWAP_Reversion,SHIB_USDT,3670,-5303.54,65.3,-1.202,-0.267,-0.252,-55.94,0.84,B_New
B_Ensemble,UNI_USDT,6630,-5776.36,57.8,-1.246,-0.464,-0.236,-60.25,0.88,B_New
B_Funding_Arb,APT_USDT,39,-1285.76,28.2,-1.253,-0.059,-0.239,-16.01,0.33,B_New
A_BB_Reversion,TRX_USDT,2349,-5607.63,59.3,-1.279,-0.213,-0.176,-56.33,0.77,A_Original
B_Ensemble,SHIB_USDT,5196,-5373.4,57.1,-1.281,-0.467,-0.247,-58.16,0.87,B_New
