strategy,symbol,n_trades,total_pnl_usdt,gross_pnl_usdt,total_fees_usdt,win_rate_pct,sharpe,sortino,calmar,max_drawdown_pct,profit_factor,group,timeframe
B_Elliott Wave + Base ML,LINK_USDT,818,7457.4,9210.47,1753.07,47.8,1.148,0.276,0.793,-11.04,1.29,B_New,1h
B_Base RF Model,DOT_USDT,1383,5667.36,7852.2,2184.84,44.3,1.146,0.368,0.689,-13.81,1.19,B_New,1h
A_RSI Mean Reversion,HBAR_USDT,98,2144.29,2311.17,166.88,64.3,1.129,0.112,1.198,-2.77,2.41,A_Original,1h
B_GARCH Volatility Position Sizing,BNB_USDT,971,10696.13,12674.12,1977.99,50.1,1.107,0.271,1.148,-8.48,1.36,B_New,1h
B_GARCH Volatility Position Sizing,SOL_USDT,577,6876.79,8298.24,1421.45,48.9,1.103,0.271,0.938,-12.16,1.3,B_New,1h
B_Base RF Model,DOGE_USDT,1444,10517.3,13185.64,2668.35,43.4,1.101,0.39,1.298,-9.51,1.28,B_New,1h
B_Base RF Model,SHIB_USDT,756,4676.15,5268.42,592.27,48.0,1.1,0.294,1.045,-9.11,1.26,B_New,1h
A_Bollinger Band Reversion,ICP_USDT,619,3585.45,4673.55,1088.1,66.1,1.085,0.137,0.594,-12.35,1.26,A_Original,1h
B_MACD Centerline Cross + Divergence,ICP_USDT,1785,3882.02,5726.05,1844.03,49.5,1.084,0.381,0.921,-8.54,1.18,B_New,1h
B_Elliott Wave + Base ML,DOGE_USDT,543,11240.93,12790.31,1549.37,42.9,1.061,0.359,1.55,-8.37,1.53,B_New,1h
B_Base RF Model,LTC_USDT,2286,7389.5,10617.13,3227.62,43.6,1.034,0.36,0.361,-20.55,1.16,B_New,1h
B_Elliott Wave + Base ML,BNB_USDT,806,9631.27,10961.05,1329.78,45.3,1.031,0.339,1.804,-4.99,1.4,B_New,1h
B_Donchian Breakout,SHIB_USDT,214,3278.85,3419.22,140.37,51.9,1.024,0.188,1.059,-6.57,1.69,B_New,1h
B_Elliott Wave + Base ML,ADA_USDT,807,7013.79,8845.13,1831.34,45.0,1.023,0.267,0.505,-14.09,1.27,B_New,1h
B_Base RF Model,UNI_USDT,1460,4648.16,6601.51,1953.35,47.5,1.011,0.312,0.95,-8.6,1.17,B_New,1h
B_Elliott Wave + Base ML,SOL_USDT,660,5568.47,6814.82,1246.35,44.4,1.002,0.305,0.805,-11.87,1.23,B_New,1h
B_Elliott Wave + Base ML,HBAR_USDT,593,6088.01,7302.51,1214.5,46.7,0.984,0.212,0.735,-11.34,1.36,B_New,1h
B_Trend RF Model,DOGE_USDT,1805,8534.42,11244.06,2709.64,41.7,0.967,0.435,0.908,-11.58,1.21,B_New,1h
B_Keltner Channel Breakout,SOL_USDT,631,4860.1,5892.33,1032.23,48.0,0.957,0.221,1.033,-8.24,1.25,B_New,1h
B_MACD Centerline Cross + Divergence,SOL_USDT,1944,3936.67,5899.13,1962.46,49.5,0.925,0.341,0.867,-8.18,1.14,B_New,1h
B_Base RF Model,HBAR_USDT,1366,10561.81,13140.69,2578.87,47.6,0.919,0.433,1.304,-9.89,1.28,B_New,1h
B_Keltner Channel Breakout,BNB_USDT,969,8279.82,9828.58,1548.76,47.1,0.904,0.243,1.048,-7.64,1.29,B_New,1h
B_Futures Short RF Model,SOL_USDT,1073,5111.39,6665.52,1554.13,47.6,0.903,0.276,0.721,-12.32,1.2,B_New,1h
B_Base RF Model,BTC_USDT,2384,4783.11,7597.58,2814.47,40.1,0.899,0.321,0.445,-11.17,1.15,B_New,1h
B_OFI Momentum,SHIB_USDT,1259,3585.07,4406.53,821.46,43.7,0.896,0.296,0.889,-8.47,1.2,B_New,1h
B_Base RF Model,ATOM_USDT,1919,5816.01,9025.51,3209.5,44.6,0.892,0.284,0.377,-18.77,1.14,B_New,1h
B_GARCH Volatility Position Sizing,DOGE_USDT,693,11347.83,13406.6,2058.77,45.0,0.883,0.35,0.947,-13.8,1.41,B_New,1h
A_Ensemble A (RSI+MACD+BB),SHIB_USDT,2262,2894.3,4556.66,1662.36,41.6,0.849,0.348,0.433,-14.35,1.11,A_Original,1h
B_GARCH Volatility Position Sizing,AVAX_USDT,565,4666.37,6159.55,1493.17,48.1,0.848,0.195,0.694,-11.57,1.22,B_New,1h
B_Ichimoku Cloud,SHIB_USDT,820,3945.78,4555.67,609.89,37.7,0.828,0.32,0.868,-9.45,1.19,B_New,1h
"B_SuperTrend (ATR×3, 10)",SOL_USDT,528,3336.01,4134.18,798.18,42.6,0.82,0.201,0.51,-11.99,1.24,B_New,1h
B_MACD Centerline Cross + Divergence,NEAR_USDT,2005,3745.47,6005.72,2260.25,47.9,0.814,0.321,0.643,-10.44,1.12,B_New,1h
A_Bollinger Band Reversion,HBAR_USDT,844,2908.9,4158.0,1249.1,64.1,0.793,0.118,0.33,-13.3,1.18,A_Original,1h
B_Ichimoku Cloud,NEAR_USDT,957,5008.51,7113.69,2105.18,43.1,0.788,0.275,0.762,-11.34,1.15,B_New,1h
B_Ichimoku Cloud,ADA_USDT,1523,6553.34,9487.23,2933.89,39.8,0.787,0.265,0.574,-11.74,1.15,B_New,1h
B_GARCH Volatility Position Sizing,NEAR_USDT,562,4265.2,5722.27,1457.07,49.6,0.786,0.173,0.666,-11.28,1.19,B_New,1h
B_Futures Short RF Model,DOGE_USDT,1216,5130.55,6962.04,1831.49,45.0,0.786,0.216,0.517,-13.42,1.2,B_New,1h
B_Keltner Channel Breakout,AVAX_USDT,650,3725.75,5088.39,1362.64,48.0,0.782,0.159,0.758,-8.69,1.2,B_New,1h
B_Futures Short RF Model,NEAR_USDT,1082,4006.38,5910.58,1904.2,45.8,0.778,0.247,0.488,-14.57,1.14,B_New,1h
B_Trend RF Model,ADA_USDT,2209,5770.08,8866.44,3096.36,42.5,0.777,0.244,0.47,-12.9,1.13,B_New,1h
B_Keltner Channel Breakout,NEAR_USDT,630,4067.91,5494.55,1426.63,47.6,0.774,0.179,0.941,-7.66,1.19,B_New,1h
B_GARCH Volatility Position Sizing,SHIB_USDT,451,3691.75,4021.78,330.03,43.9,0.756,0.206,1.065,-7.26,1.27,B_New,1h
B_Elliott Wave + Base ML,ETH_USDT,948,4097.04,5336.89,1239.85,46.9,0.754,0.178,0.347,-12.73,1.18,B_New,1h
B_GARCH Volatility Position Sizing,LINK_USDT,799,5187.1,6973.87,1786.77,50.6,0.748,0.162,0.49,-13.25,1.18,B_New,1h
B_Elliott Wave + Base ML,TRX_USDT,504,3601.99,4359.98,758.0,48.6,0.745,0.125,0.575,-7.81,1.3,B_New,1h
B_MTF SMA-200 Filter,SHIB_USDT,1843,4754.78,6214.89,1460.11,34.8,0.741,0.422,0.75,-12.88,1.15,B_New,1h
B_Elliott Wave + Base ML,XRP_USDT,644,4602.11,5543.98,941.87,43.2,0.74,0.17,0.639,-8.55,1.28,B_New,1h
B_Ichimoku Cloud,AVAX_USDT,966,4362.54,6490.89,2128.35,40.8,0.729,0.248,0.785,-9.64,1.14,B_New,1h
"B_SuperTrend (ATR×3, 10)",SHIB_USDT,417,2497.54,2763.87,266.33,42.2,0.722,0.205,0.943,-5.76,1.28,B_New,1h
B_Keltner Channel Breakout,SHIB_USDT,500,3001.68,3324.36,322.67,44.6,0.714,0.191,0.648,-9.92,1.22,B_New,1h
B_Elliott Wave + Base ML,DOT_USDT,573,2992.81,4074.09,1081.29,46.2,0.714,0.156,0.556,-9.79,1.18,B_New,1h
B_Donchian Breakout,BNB_USDT,666,4886.6,5876.52,989.92,43.5,0.713,0.168,0.317,-16.43,1.27,B_New,1h
B_Ichimoku Cloud,DOGE_USDT,1215,7469.31,9761.04,2291.73,37.6,0.711,0.303,0.632,-14.94,1.19,B_New,1h
A_MACD Momentum,DOGE_USDT,2619,6361.44,9592.33,3230.89,37.3,0.71,0.529,0.466,-17.81,1.15,A_Original,1h
B_MACD Centerline Cross + Divergence,HBAR_USDT,2511,5759.0,8510.73,2751.72,49.3,0.71,0.396,0.649,-12.25,1.17,B_New,1h
B_GARCH Volatility Position Sizing,XRP_USDT,806,4655.81,5978.16,1322.35,44.8,0.673,0.166,0.55,-10.03,1.23,B_New,1h
B_Trend RF Model,DOT_USDT,1341,2974.36,4607.16,1632.8,41.6,0.671,0.268,0.646,-8.37,1.13,B_New,1h
"B_SuperTrend (ATR×3, 10)",ADA_USDT,820,3441.94,4677.31,1235.36,39.5,0.664,0.184,0.23,-16.99,1.17,B_New,1h
B_Keltner Channel Breakout,ETH_USDT,1013,3886.86,5193.31,1306.45,45.5,0.663,0.167,0.535,-7.89,1.17,B_New,1h
B_GARCH Volatility Position Sizing,HBAR_USDT,671,4269.87,5651.57,1381.71,45.6,0.65,0.155,0.381,-16.19,1.19,B_New,1h
"B_SuperTrend (ATR×3, 10)",NEAR_USDT,536,2611.55,3547.0,935.45,42.7,0.647,0.187,0.324,-14.98,1.16,B_New,1h
"B_SuperTrend (ATR×3, 10)",DOGE_USDT,608,3032.82,3883.42,850.6,37.8,0.643,0.189,0.386,-11.36,1.24,B_New,1h
B_Futures Short RF Model,AVAX_USDT,1070,3538.71,5347.37,1808.66,47.0,0.643,0.196,0.426,-14.77,1.13,B_New,1h
A_Bollinger Band Reversion,SOL_USDT,682,2136.31,2942.09,805.77,63.6,0.642,0.087,0.526,-7.74,1.16,A_Original,1h
B_MACD Centerline Cross + Divergence,XRP_USDT,2941,3434.29,6168.34,2734.05,46.7,0.642,0.249,0.282,-15.05,1.11,B_New,1h
B_GARCH Volatility Position Sizing,ETH_USDT,972,3797.65,5348.58,1550.94,50.3,0.638,0.111,0.253,-16.39,1.15,B_New,1h
"B_SuperTrend (ATR×3, 10)",BTC_USDT,788,2089.68,2969.9,880.23,41.2,0.636,0.149,0.319,-7.48,1.18,B_New,1h
B_Keltner Channel Breakout,ADA_USDT,988,4181.87,6001.6,1819.73,46.1,0.633,0.156,0.367,-12.61,1.14,B_New,1h
B_MACD Centerline Cross + Divergence,ATOM_USDT,2691,3239.53,6273.08,3033.55,49.3,0.629,0.219,0.39,-10.96,1.09,B_New,1h
B_Futures Short RF Model,BNB_USDT,1735,4823.87,6907.98,2084.11,47.6,0.62,0.192,0.35,-14.75,1.14,B_New,1h
B_GARCH Volatility Position Sizing,BTC_USDT,1002,2801.38,4263.79,1462.41,51.1,0.612,0.115,0.233,-13.4,1.15,B_New,1h
B_Ichimoku Cloud,ETH_USDT,1594,4242.23,6364.7,2122.47,40.2,0.611,0.195,0.344,-13.24,1.11,B_New,1h
A_MACD Momentum,XRP_USDT,3007,3839.57,6813.18,2973.6,37.4,0.61,0.315,0.327,-14.3,1.1,A_Original,1h
"B_SuperTrend (ATR×3, 10)",AVAX_USDT,535,2217.36,3068.91,851.55,42.2,0.608,0.15,0.388,-10.61,1.17,B_New,1h
B_Elliott Wave + Base ML,SHIB_USDT,298,2213.29,2402.34,189.05,41.3,0.608,0.146,0.603,-8.05,1.25,B_New,1h
A_Ensemble A (RSI+MACD+BB),XRP_USDT,3793,2780.19,6058.71,3278.52,40.8,0.606,0.271,0.19,-18.51,1.07,A_Original,1h
B_GARCH Volatility Position Sizing,ADA_USDT,875,3854.05,5639.05,1785.0,47.0,0.587,0.12,0.242,-17.81,1.15,B_New,1h
A_MACD Momentum,ETH_USDT,3217,3184.72,6219.3,3034.58,37.2,0.571,0.238,0.282,-12.57,1.08,A_Original,1h
B_Keltner Channel Breakout,DOGE_USDT,698,3787.15,5008.43,1221.28,43.4,0.561,0.12,0.556,-9.6,1.18,B_New,1h
B_Ichimoku Cloud,XRP_USDT,1414,3940.9,5803.13,1862.22,36.2,0.56,0.208,0.24,-19.88,1.12,B_New,1h
"B_SuperTrend (ATR×3, 10)",BNB_USDT,828,3476.0,4444.8,968.8,41.5,0.559,0.134,0.555,-7.0,1.21,B_New,1h
A_Ensemble A (RSI+MACD+BB),DOGE_USDT,3252,2498.0,5321.71,2823.71,41.1,0.548,0.245,0.246,-14.96,1.07,A_Original,1h
B_MACD Centerline Cross + Divergence,LINK_USDT,2701,3065.72,5651.27,2585.55,49.1,0.536,0.196,0.262,-15.67,1.08,B_New,1h
B_Ichimoku Cloud,BNB_USDT,1557,4323.7,6246.45,1922.75,40.5,0.534,0.156,0.385,-12.19,1.12,B_New,1h
B_MTF SMA-200 Filter,DOT_USDT,1988,2525.73,5132.24,2606.51,38.4,0.526,0.23,0.393,-11.87,1.08,B_New,1h
A_MACD Momentum,SHIB_USDT,1784,2044.04,3247.99,1203.94,36.7,0.52,0.216,0.34,-13.28,1.09,A_Original,1h
B_MACD Centerline Cross + Divergence,BNB_USDT,3228,2660.66,5352.52,2691.87,47.8,0.519,0.182,0.215,-14.26,1.09,B_New,1h
B_Keltner Channel Breakout,DOT_USDT,620,2018.44,2991.41,972.98,48.2,0.515,0.105,0.343,-11.06,1.13,B_New,1h
A_MACD Momentum,BNB_USDT,3232,3267.97,6105.06,2837.1,38.2,0.513,0.232,0.353,-10.43,1.09,A_Original,1h
B_Donchian Breakout,ETH_USDT,494,2274.31,2924.65,650.33,47.6,0.509,0.072,0.34,-7.69,1.18,B_New,1h
B_VWAP Reversion,SOL_USDT,2203,1934.76,3912.45,1977.69,61.6,0.508,0.117,0.335,-11.1,1.07,B_New,1h
B_Futures Short RF Model,HBAR_USDT,1129,3216.7,4767.54,1550.84,46.8,0.507,0.136,0.248,-19.37,1.12,B_New,1h
A_RSI Mean Reversion,ICP_USDT,73,882.23,1006.62,124.39,54.8,0.503,0.033,0.371,-5.32,1.43,A_Original,1h
B_Donchian Breakout,NEAR_USDT,397,1965.67,2816.68,851.01,47.1,0.497,0.09,0.398,-9.36,1.15,B_New,1h
"B_SuperTrend (ATR×3, 10)",ETH_USDT,850,2285.13,3314.18,1029.06,37.5,0.495,0.134,0.141,-18.61,1.13,B_New,1h
B_MACD Centerline Cross + Divergence,BTC_USDT,3192,1867.82,4563.61,2695.79,47.6,0.493,0.154,0.141,-15.2,1.08,B_New,1h
B_Elliott Wave + Base ML,ICP_USDT,543,1774.0,2777.81,1003.8,42.2,0.492,0.136,0.287,-13.38,1.12,B_New,1h
B_GARCH Volatility Position Sizing,TRX_USDT,873,2643.15,4245.42,1602.26,48.6,0.488,0.099,0.372,-9.15,1.15,B_New,1h
B_Futures Short RF Model,XRP_USDT,1502,2521.55,4152.5,1630.95,44.4,0.465,0.125,0.191,-16.79,1.1,B_New,1h
B_OFI Momentum,AVAX_USDT,1538,2104.85,3860.66,1755.8,45.1,0.461,0.153,0.287,-13.69,1.08,B_New,1h
B_Elliott Wave + Base ML,SUI_USDT,275,810.02,1553.69,743.66,42.5,0.458,0.121,0.333,-10.62,1.11,B_New,1h
B_MTF SMA-200 Filter,LINK_USDT,2786,3237.32,6695.31,3458.0,37.0,0.454,0.198,0.25,-17.28,1.06,B_New,1h
B_Funding Rate Arb,SOL_USDT,1,31.52,41.74,10.22,100.0,0.454,0.0,0.0,0.0,inf,B_New,1h
B_OU Mean-Reversion Entry,NEAR_USDT,1,7.54,7.84,0.3,100.0,0.452,0.0,0.0,0.0,inf,B_New,1h
B_Keltner Channel Breakout,LINK_USDT,842,2494.08,3821.45,1327.37,48.8,0.451,0.096,0.334,-10.2,1.1,B_New,1h
"B_SuperTrend (ATR×3, 10)",LTC_USDT,819,1889.43,2896.75,1007.32,40.4,0.44,0.121,0.123,-18.47,1.11,B_New,1h
A_Bollinger Band Reversion,SHIB_USDT,587,954.42,1309.63,355.21,65.6,0.44,0.055,0.238,-9.17,1.11,A_Original,1h
B_Funding Rate Arb,SUI_USDT,2,71.44,100.13,28.68,50.0,0.44,0.0,0.982,-0.32,3.18,B_New,1h
B_MACD Centerline Cross + Divergence,SHIB_USDT,1782,1337.34,2508.58,1171.24,47.6,0.437,0.149,0.327,-9.23,1.07,B_New,1h
B_Futures Short RF Model,SHIB_USDT,1045,1894.93,2585.83,690.9,43.0,0.426,0.147,0.275,-15.3,1.1,B_New,1h
B_Donchian Breakout,AVAX_USDT,414,1596.74,2487.17,890.43,47.6,0.422,0.078,0.224,-13.52,1.11,B_New,1h
B_MACD Centerline Cross + Divergence,ADA_USDT,3121,2320.63,5513.52,3192.89,48.4,0.418,0.12,0.139,-19.66,1.06,B_New,1h
B_Trend RF Model,HBAR_USDT,1881,3524.76,5669.83,2145.07,42.3,0.418,0.247,0.284,-18.38,1.1,B_New,1h
B_Keltner Channel Breakout,ICP_USDT,530,1421.98,2382.71,960.73,44.7,0.415,0.092,0.209,-14.93,1.1,B_New,1h
B_Ichimoku Cloud,SOL_USDT,966,2083.18,3468.36,1385.18,40.3,0.411,0.137,0.308,-12.91,1.07,B_New,1h
B_MTF SMA-200 Filter,XRP_USDT,3133,2894.06,6304.19,3410.13,34.4,0.41,0.183,0.159,-22.85,1.06,B_New,1h
B_Futures Short RF Model,LINK_USDT,1419,2326.86,4231.96,1905.1,45.8,0.409,0.111,0.163,-19.58,1.07,B_New,1h
B_Futures Short RF Model,TRX_USDT,1514,1900.58,3777.96,1877.39,45.7,0.396,0.104,0.278,-9.04,1.09,B_New,1h
"B_SuperTrend (ATR×3, 10)",LINK_USDT,727,1562.18,2522.49,960.3,43.7,0.389,0.1,0.208,-10.61,1.09,B_New,1h
B_GARCH Volatility Position Sizing,SUI_USDT,255,698.29,1607.44,909.15,43.9,0.387,0.095,0.27,-11.33,1.09,B_New,1h
B_Funding Rate Arb,ATOM_USDT,1,65.67,72.62,6.95,100.0,0.386,0.0,0.0,0.0,inf,B_New,1h
B_Ichimoku Cloud,LINK_USDT,1313,2293.28,4294.03,2000.75,41.4,0.376,0.124,0.213,-14.79,1.06,B_New,1h
A_Bollinger Band Reversion,XRP_USDT,974,1261.95,2308.65,1046.7,64.7,0.375,0.045,0.168,-10.03,1.09,A_Original,1h
B_Trend RF Model,ICP_USDT,1236,1405.27,3095.72,1690.44,41.2,0.374,0.135,0.18,-17.11,1.05,B_New,1h
B_MTF SMA-200 Filter,SOL_USDT,2016,1987.29,4246.62,2259.33,38.5,0.373,0.142,0.248,-15.38,1.05,B_New,1h
B_Trend RF Model,BTC_USDT,2023,1665.34,3676.86,2011.52,42.7,0.365,0.107,0.111,-17.37,1.06,B_New,1h
B_MACD Centerline Cross + Divergence,SUI_USDT,912,599.91,1670.95,1071.03,46.2,0.364,0.139,0.163,-16.16,1.05,B_New,1h
B_Trend RF Model,ETH_USDT,2114,2136.39,4425.5,2289.11,38.0,0.36,0.125,0.163,-15.13,1.06,B_New,1h
"B_SuperTrend (ATR×3, 10)",TRX_USDT,806,1255.8,2409.8,1154.0,38.2,0.359,0.089,0.12,-14.12,1.1,B_New,1h
B_Volatility Breakout (TTM Squeeze),APT_USDT,212,594.46,1415.02,820.56,43.9,0.357,0.058,0.185,-9.4,1.13,B_New,1h
B_Ichimoku Cloud,TRX_USDT,1387,1879.77,4136.88,2257.11,38.5,0.357,0.117,0.154,-16.14,1.07,B_New,1h
A_Bollinger Band Reversion,NEAR_USDT,690,1232.49,2257.05,1024.56,63.0,0.355,0.047,0.221,-10.85,1.07,A_Original,1h
A_RSI Mean Reversion,APT_USDT,55,310.11,539.9,229.79,63.6,0.351,0.019,0.119,-7.68,1.23,A_Original,1h
B_MACD Centerline Cross + Divergence,ETH_USDT,3142,1496.06,4285.84,2789.79,47.0,0.348,0.105,0.07,-25.27,1.05,B_New,1h
B_MTF SMA-200 Filter,DOGE_USDT,2837,2476.94,5709.85,3232.91,33.9,0.337,0.171,0.174,-20.97,1.06,B_New,1h
B_GARCH Volatility Position Sizing,DOT_USDT,556,1315.69,2416.59,1100.9,48.7,0.336,0.065,0.128,-19.78,1.08,B_New,1h
A_Ensemble A (RSI+MACD+BB),LINK_USDT,3531,1493.84,4624.35,3130.51,42.8,0.335,0.138,0.079,-26.71,1.03,A_Original,1h
B_Ichimoku Cloud,DOT_USDT,973,1332.7,2794.65,1461.95,40.4,0.328,0.109,0.16,-15.99,1.06,B_New,1h
B_OU Mean-Reversion Entry,BTC_USDT,2,5.43,6.03,0.6,50.0,0.325,0.0,1.538,-0.0,13.37,B_New,1h
B_Elliott Wave + Base ML,BTC_USDT,854,1217.67,2068.87,851.2,47.2,0.324,0.064,0.079,-18.23,1.08,B_New,1h
A_RSI Mean Reversion,DOGE_USDT,93,374.65,484.8,110.15,57.0,0.315,0.017,0.217,-2.76,1.24,A_Original,1h
A_Bollinger Band Reversion,AVAX_USDT,682,918.2,1915.19,996.99,61.9,0.313,0.044,0.112,-15.94,1.06,A_Original,1h
B_Donchian Breakout,XRP_USDT,372,1160.81,1659.68,498.87,43.3,0.31,0.059,0.166,-9.4,1.15,B_New,1h
B_Elliott Wave + Base ML,LTC_USDT,945,1494.96,2675.15,1180.19,44.0,0.308,0.076,0.083,-22.01,1.06,B_New,1h
B_VWAP Reversion,ICP_USDT,1992,856.77,2762.42,1905.65,59.8,0.304,0.068,0.144,-13.29,1.04,B_New,1h
B_Futures Short RF Model,UNI_USDT,1107,1203.7,2537.88,1334.18,45.7,0.304,0.089,0.127,-18.7,1.05,B_New,1h
B_Futures Short RF Model,ADA_USDT,1558,1678.53,3818.99,2140.46,44.4,0.299,0.079,0.091,-22.36,1.05,B_New,1h
A_RSI Mean Reversion,ATOM_USDT,116,426.72,662.59,235.88,51.7,0.293,0.025,0.176,-3.56,1.18,A_Original,1h
A_Ensemble A (RSI+MACD+BB),ICP_USDT,2265,831.48,2833.19,2001.72,42.1,0.291,0.135,0.1,-18.62,1.03,A_Original,1h
A_MACD Momentum,DOT_USDT,2012,981.18,2804.6,1823.42,39.3,0.286,0.133,0.163,-11.73,1.04,A_Original,1h
B_Trend RF Model,SOL_USDT,1327,1167.09,2611.73,1444.63,41.4,0.281,0.096,0.182,-12.66,1.04,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),SOL_USDT,3108,992.29,3407.66,2415.37,53.9,0.27,0.084,0.196,-10.06,1.03,B_New,1h
B_OFI Momentum,ADA_USDT,2290,1388.43,3862.76,2474.33,44.0,0.268,0.074,0.075,-22.59,1.04,B_New,1h
B_Donchian Breakout,LINK_USDT,526,1033.51,1857.56,824.05,48.3,0.264,0.044,0.113,-13.18,1.07,B_New,1h
B_Base RF Model,SUI_USDT,638,414.92,1466.91,1051.99,44.2,0.26,0.092,0.199,-9.22,1.04,B_New,1h
A_RSI Mean Reversion,NEAR_USDT,87,348.88,478.86,129.98,56.3,0.253,0.013,0.183,-3.84,1.17,A_Original,1h
B_Donchian Breakout,HBAR_USDT,488,911.17,1713.54,802.37,45.1,0.25,0.047,0.076,-19.35,1.07,B_New,1h
B_Keltner Channel Breakout,TRX_USDT,956,1016.7,2620.58,1603.88,43.0,0.249,0.057,0.096,-14.41,1.06,B_New,1h
B_MTF SMA-200 Filter,AVAX_USDT,2124,1168.21,3957.59,2789.37,36.3,0.248,0.107,0.117,-19.17,1.03,B_New,1h
B_Volatility Breakout (TTM Squeeze),HBAR_USDT,339,1234.98,1730.41,495.43,48.1,0.245,0.061,0.187,-10.55,1.15,B_New,1h
"B_SuperTrend (ATR×3, 10)",SUI_USDT,271,337.5,891.89,554.39,39.5,0.237,0.069,0.142,-10.49,1.05,B_New,1h
B_OFI Momentum,DOT_USDT,1452,743.42,2226.35,1482.93,44.9,0.23,0.067,0.107,-13.62,1.03,B_New,1h
B_Trend RF Model,TRX_USDT,2104,936.84,3332.99,2396.14,39.5,0.226,0.083,0.076,-16.85,1.04,B_New,1h
B_Futures Short RF Model,ETH_USDT,1949,1030.59,2863.83,1833.25,46.6,0.225,0.057,0.091,-13.63,1.04,B_New,1h
B_Donchian Breakout,BTC_USDT,492,664.08,1358.34,694.27,47.4,0.221,0.033,0.074,-10.82,1.07,B_New,1h
A_MACD Momentum,LINK_USDT,2799,956.86,3456.19,2499.33,38.7,0.212,0.096,0.063,-22.0,1.02,A_Original,1h
A_MACD Momentum,SOL_USDT,1945,741.52,2405.81,1664.29,38.7,0.211,0.089,0.094,-15.78,1.03,A_Original,1h
B_Trend RF Model,BNB_USDT,2034,1103.0,3001.09,1898.09,40.9,0.208,0.069,0.07,-19.28,1.03,B_New,1h
B_Volatility Breakout (TTM Squeeze),SHIB_USDT,283,396.09,554.44,158.35,42.8,0.208,0.032,0.109,-8.46,1.08,B_New,1h
B_Trend RF Model,XRP_USDT,1808,1111.01,2858.43,1747.42,39.9,0.205,0.069,0.06,-24.74,1.03,B_New,1h
"B_SuperTrend (ATR×3, 10)",ICP_USDT,484,473.52,1156.41,682.88,38.8,0.199,0.054,0.106,-10.16,1.04,B_New,1h
B_GARCH Volatility Position Sizing,UNI_USDT,572,692.6,1725.19,1032.58,46.3,0.198,0.04,0.095,-14.6,1.04,B_New,1h
B_Ichimoku Cloud,HBAR_USDT,1181,1129.36,2771.66,1642.31,38.9,0.191,0.088,0.053,-34.58,1.03,B_New,1h
B_Ichimoku Cloud,BTC_USDT,1626,787.55,2585.3,1797.75,39.3,0.189,0.054,0.065,-14.52,1.03,B_New,1h
B_MTF SMA-200 Filter,ETH_USDT,3285,1039.3,4265.42,3226.12,33.5,0.189,0.075,0.055,-22.87,1.02,B_New,1h
B_MTF SMA-200 Filter,HBAR_USDT,2623,1000.46,3676.04,2675.58,35.5,0.188,0.098,0.056,-28.79,1.03,B_New,1h
B_OFI Momentum,DOGE_USDT,1865,903.57,2638.84,1735.27,42.5,0.186,0.074,0.073,-19.31,1.03,B_New,1h
"B_SuperTrend (ATR×3, 10)",DOT_USDT,536,446.5,1101.16,654.66,39.9,0.178,0.042,0.099,-9.01,1.04,B_New,1h
A_Ensemble A (RSI+MACD+BB),DOT_USDT,2531,480.13,2427.71,1947.59,43.1,0.178,0.069,0.082,-11.58,1.02,A_Original,1h
