strategy,symbol,n_trades,total_pnl_usdt,win_rate_pct,sharpe,sortino,calmar,max_drawdown_pct,profit_factor,group
B_Keltner Channel Breakout,SUI_USDT,401,-864.91,42.1,-0.323,-0.077,-0.175,-16.98,0.92,B_New
B_Futures Short RF Model,ADA_USDT,609,-1598.02,50.9,-0.33,-0.034,-0.076,-28.13,0.89,B_New
A_Ensemble A (RSI+MACD+BB),BTC_USDT,4192,-1252.49,36.7,-0.342,-0.125,-0.063,-24.44,0.95,A_Original
Ensemble_MetaFiltered,BNB_USDT,1,-68.21,0.0,-0.344,0.0,-0.118,-0.68,0.0,B_New
B_Futures Short RF Model,DOT_USDT,211,-840.22,48.8,-0.345,-0.027,-0.104,-14.74,0.85,B_New
Ensemble_MetaFiltered,ADA_USDT,1,-78.75,0.0,-0.353,0.0,-0.125,-0.79,0.0,B_New
MACD_MetaFiltered,DOGE_USDT,2,-194.71,50.0,-0.36,0.0,-0.14,-2.06,0.06,B_New
B_Base RF Model,SOL_USDT,1055,-1957.37,49.5,-0.364,-0.062,-0.162,-23.06,0.91,B_New
B_Futures Short RF Model,BNB_USDT,459,-1280.7,47.5,-0.383,-0.036,-0.086,-18.7,0.84,B_New
B_Elliott Wave + Base ML,TRX_USDT,456,-1467.39,42.3,-0.389,-0.044,-0.087,-23.0,0.86,B_New
B_Base RF Model,TRX_USDT,1204,-1765.2,46.2,-0.39,-0.069,-0.093,-26.13,0.91,B_New
B_Trend RF Model,ADA_USDT,1015,-2296.0,49.1,-0.393,-0.06,-0.102,-31.42,0.9,B_New
B_Elliott Wave + Base ML,ADA_USDT,665,-1965.76,46.8,-0.397,-0.054,-0.088,-30.52,0.88,B_New
B_VWAP Reversion,BTC_USDT,2158,-1475.85,64.1,-0.421,-0.068,-0.079,-23.18,0.93,B_New
B_MTF SMA-200 Filter,TRX_USDT,3310,-2584.57,22.6,-0.436,-0.181,-0.118,-31.64,0.92,B_New
B_Elliott Wave + Base ML,DOGE_USDT,525,-3431.04,47.2,-0.444,-0.034,-0.152,-39.33,0.7,B_New
B_Trend RF Model,SUI_USDT,388,-1067.08,49.7,-0.445,-0.072,-0.187,-19.74,0.89,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),AVAX_USDT,3407,-1927.82,55.8,-0.446,-0.132,-0.116,-32.4,0.95,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),SUI_USDT,1793,-1047.16,55.0,-0.455,-0.145,-0.235,-15.46,0.94,B_New
B_VWAP Reversion,BNB_USDT,2549,-2032.43,65.3,-0.463,-0.076,-0.095,-27.79,0.92,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),SHIB_USDT,2693,-1638.46,54.4,-0.464,-0.137,-0.143,-24.65,0.93,B_New
A_MACD Momentum,SUI_USDT,1305,-1213.14,32.6,-0.493,-0.287,-0.264,-16.03,0.92,A_Original
B_Trend RF Model,BTC_USDT,975,-2098.37,46.4,-0.499,-0.076,-0.116,-23.07,0.87,B_New
B_Base RF Model,BNB_USDT,1299,-2718.4,47.2,-0.516,-0.084,-0.126,-29.26,0.86,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ADA_USDT,4558,-2660.66,54.8,-0.516,-0.149,-0.113,-33.51,0.93,B_New
B_Futures Short RF Model,BTC_USDT,602,-1807.68,47.7,-0.529,-0.064,-0.12,-18.89,0.82,B_New
B_OFI Momentum,TRX_USDT,2477,-2220.7,40.4,-0.535,-0.166,-0.132,-23.74,0.9,B_New
B_Funding Rate Arb,BNB_USDT,4,-89.05,0.0,-0.537,-0.005,-0.119,-0.89,0.0,B_New
B_VWAP Reversion,SUI_USDT,1255,-1214.79,65.9,-0.54,-0.099,-0.291,-14.55,0.92,B_New
B_VWAP Reversion,DOT_USDT,2178,-2044.86,66.1,-0.556,-0.098,-0.172,-22.93,0.91,B_New
B_Donchian Breakout,SUI_USDT,220,-1156.7,40.5,-0.56,-0.092,-0.25,-16.09,0.83,B_New
B_MTF SMA-200 Filter,SUI_USDT,1270,-1727.29,24.0,-0.571,-0.258,-0.253,-24.24,0.91,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),XRP_USDT,4158,-2702.82,54.7,-0.594,-0.152,-0.113,-34.11,0.91,B_New
B_Trend RF Model,SOL_USDT,678,-2741.97,49.3,-0.596,-0.091,-0.17,-32.07,0.84,B_New
A_RSI Mean Reversion,SUI_USDT,46,-541.05,43.5,-0.607,-0.03,-0.225,-8.19,0.65,A_Original
B_Ichimoku Cloud,SUI_USDT,627,-1758.3,37.3,-0.633,-0.227,-0.265,-23.61,0.88,B_New
A_Ensemble A (RSI+MACD+BB),TRX_USDT,4053,-2283.26,37.0,-0.637,-0.234,-0.127,-25.51,0.91,A_Original
B_Trend RF Model,DOT_USDT,712,-2742.21,50.1,-0.662,-0.09,-0.195,-28.06,0.82,B_New
B_Elliott Wave + Base ML,BNB_USDT,563,-3052.25,44.6,-0.694,-0.078,-0.131,-32.22,0.75,B_New
B_Futures Short RF Model,TRX_USDT,610,-2330.56,42.0,-0.697,-0.086,-0.128,-25.96,0.78,B_New
B_Trend RF Model,BNB_USDT,969,-3600.0,45.4,-0.705,-0.097,-0.136,-37.63,0.79,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),BNB_USDT,4498,-3256.52,52.5,-0.707,-0.192,-0.123,-37.07,0.9,B_New
A_Bollinger Band Reversion,TRX_USDT,1030,-2312.78,58.2,-0.739,-0.092,-0.135,-24.24,0.82,A_Original
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),DOT_USDT,3285,-2734.24,54.7,-0.759,-0.214,-0.171,-31.98,0.9,B_New
B_Elliott Wave + Base ML,DOT_USDT,470,-2661.22,47.2,-0.763,-0.088,-0.183,-28.92,0.75,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),BTC_USDT,4152,-2748.18,50.3,-0.777,-0.209,-0.124,-29.21,0.9,B_New
A_Ensemble A (RSI+MACD+BB),SUI_USDT,1521,-1433.26,35.8,-0.782,-0.343,-0.269,-18.71,0.91,A_Original
B_Futures Short RF Model,SHIB_USDT,143,-1420.74,45.5,-0.788,-0.055,-0.195,-15.6,0.64,B_New
B_Trend RF Model,TRX_USDT,891,-3264.25,41.9,-0.839,-0.128,-0.126,-38.76,0.8,B_New
B_VWAP Reversion,ETH_USDT,2647,-3783.51,63.3,-1.022,-0.179,-0.129,-41.25,0.85,B_New
B_Volatility Breakout (TTM Squeeze),SUI_USDT,176,-1770.67,34.1,-1.204,-0.146,-0.317,-19.91,0.62,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ETH_USDT,4469,-4990.49,51.8,-1.321,-0.345,-0.149,-51.37,0.82,B_New
B_VWAP Reversion,TRX_USDT,2104,-4760.9,62.2,-1.504,-0.235,-0.164,-48.06,0.76,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),TRX_USDT,4097,-5154.65,48.7,-1.579,-0.415,-0.17,-51.65,0.79,B_New
