strategy,symbol,n_trades,total_pnl_usdt,gross_pnl_usdt,total_fees_usdt,win_rate_pct,sharpe,sortino,calmar,max_drawdown_pct,profit_factor,group,timeframe
B_Donchian Breakout,DOGE_USDT,367,-7033.48,-6803.98,229.5,45.0,-0.226,-0.014,-0.208,-78.38,0.47,B_New,1h
B_MTF SMA-200 Filter,ICP_USDT,969,-692.13,456.58,1148.71,34.3,-0.235,-0.107,-0.182,-18.11,0.95,B_New,1h
B_Ornstein-Uhlenbeck Filter,NEAR_USDT,1080,-426.39,531.11,957.5,52.3,-0.238,-0.081,-0.174,-11.57,0.96,B_New,1h
A_Bollinger Band Reversion,BTC_USDT,1245,-846.31,166.67,1012.98,64.3,-0.245,-0.029,-0.078,-12.98,0.93,A_Original,1h
B_Keltner Channel Breakout,LTC_USDT,266,-289.23,144.33,433.56,43.6,-0.248,-0.06,-0.125,-10.9,0.93,B_New,1h
A_Ensemble A (RSI+MACD+BB),HBAR_USDT,1154,-399.98,519.77,919.75,42.3,-0.254,-0.117,-0.183,-10.33,0.96,A_Original,1h
A_Ensemble A (RSI+MACD+BB),SUI_USDT,960,-438.24,381.31,819.56,40.5,-0.262,-0.135,-0.165,-14.81,0.96,A_Original,1h
B_VWAP Reversion,ATOM_USDT,736,-298.47,424.0,722.47,60.6,-0.265,-0.051,-0.256,-5.48,0.95,B_New,1h
B_MTF SMA-200 Filter,BTC_USDT,3583,-1561.34,1461.91,3023.25,34.6,-0.265,-0.096,-0.065,-29.45,0.95,B_New,1h
B_Futures Short RF Model,APT_USDT,412,-426.04,145.05,571.09,58.5,-0.276,-0.049,-0.132,-15.23,0.93,B_New,1h
A_RSI Mean Reversion,AVAX_USDT,39,-180.69,-112.97,67.72,53.8,-0.278,-0.017,-0.272,-3.16,0.83,A_Original,1h
B_Volatility Breakout (TTM Squeeze),LINK_USDT,444,-1037.35,-513.9,523.46,43.2,-0.284,-0.038,-0.09,-17.32,0.9,B_New,1h
A_RSI Mean Reversion,UNI_USDT,40,-120.7,-53.68,67.02,45.0,-0.285,-0.02,-0.15,-3.75,0.83,A_Original,1h
B_OFI Momentum,LINK_USDT,2134,-1553.09,247.39,1800.48,44.3,-0.289,-0.088,-0.092,-25.85,0.95,B_New,1h
A_Ensemble A (RSI+MACD+BB),APT_USDT,1084,-431.76,572.38,1004.15,41.8,-0.29,-0.12,-0.15,-13.54,0.96,A_Original,1h
B_Futures Short RF Model,XRP_USDT,1479,-1204.08,69.18,1273.26,58.5,-0.293,-0.043,-0.079,-21.29,0.93,B_New,1h
B_Volatility Breakout (TTM Squeeze),DOGE_USDT,428,-959.11,-488.61,470.5,42.1,-0.304,-0.042,-0.098,-14.97,0.88,B_New,1h
A_Ensemble A (RSI+MACD+BB),SHIB_USDT,1185,-451.45,220.47,671.93,38.8,-0.306,-0.136,-0.149,-14.21,0.95,A_Original,1h
A_Bollinger Band Reversion,APT_USDT,301,-434.99,46.51,481.5,62.5,-0.309,-0.04,-0.177,-11.57,0.92,A_Original,1h
B_Ornstein-Uhlenbeck Filter,ADA_USDT,3793,-1732.82,930.13,2662.95,52.3,-0.312,-0.095,-0.096,-24.2,0.95,B_New,1h
B_Ornstein-Uhlenbeck Filter,BNB_USDT,3696,-1695.05,563.73,2258.79,51.8,-0.326,-0.097,-0.088,-25.3,0.94,B_New,1h
B_Futures Short RF Model,LINK_USDT,1308,-1502.05,-294.74,1207.32,60.2,-0.327,-0.046,-0.085,-27.04,0.93,B_New,1h
B_VWAP Reversion,DOGE_USDT,2620,-1554.12,502.69,2056.8,58.5,-0.33,-0.068,-0.125,-19.53,0.94,B_New,1h
B_OU Mean-Reversion Entry,ADA_USDT,1,-48.08,-46.02,2.05,0.0,-0.352,0.0,-0.124,-0.48,0.0,B_New,1h
A_MACD Momentum,DOT_USDT,884,-519.16,342.18,861.34,38.9,-0.356,-0.171,-0.218,-11.23,0.94,A_Original,1h
B_OU Mean-Reversion Entry,XRP_USDT,1,-4.65,-4.35,0.3,0.0,-0.363,0.0,-0.132,-0.05,0.0,B_New,1h
A_RSI Mean Reversion,ETH_USDT,190,-644.95,-471.65,173.3,49.5,-0.364,-0.024,-0.083,-9.35,0.81,A_Original,1h
B_Volatility Breakout (TTM Squeeze),HBAR_USDT,111,-303.82,-111.83,191.99,50.5,-0.372,-0.04,-0.213,-6.7,0.84,B_New,1h
B_Scalping RF Model (1m),ATOM_USDT,1771,-509.11,811.32,1320.44,45.8,-0.377,-0.197,-0.231,-10.42,0.95,B_New,1h
A_Bollinger Band Reversion,DOGE_USDT,943,-1349.08,-331.87,1017.21,60.4,-0.381,-0.047,-0.103,-20.38,0.9,A_Original,1h
"B_SuperTrend (ATR×3, 10)",HBAR_USDT,234,-512.29,-131.14,381.16,35.9,-0.395,-0.107,-0.213,-11.38,0.89,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),DOT_USDT,1186,-537.27,411.24,948.51,49.0,-0.398,-0.141,-0.17,-14.91,0.94,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),BNB_USDT,4480,-2003.2,573.94,2577.13,52.7,-0.407,-0.116,-0.092,-28.92,0.94,B_New,1h
A_Bollinger Band Reversion,ATOM_USDT,330,-397.94,77.96,475.9,62.4,-0.411,-0.058,-0.197,-9.53,0.91,A_Original,1h
A_Bollinger Band Reversion,AVAX_USDT,303,-685.66,-232.74,452.92,61.7,-0.422,-0.042,-0.237,-13.95,0.88,A_Original,1h
B_VWAP Reversion,LINK_USDT,2971,-2107.51,32.51,2140.02,60.6,-0.433,-0.1,-0.116,-28.78,0.93,B_New,1h
B_Elliott Wave + Base ML,ATOM_USDT,133,-461.26,-206.32,254.94,42.1,-0.435,-0.055,-0.271,-8.03,0.85,B_New,1h
B_OFI Momentum,NEAR_USDT,666,-899.75,-209.24,690.52,42.9,-0.454,-0.161,-0.226,-18.96,0.91,B_New,1h
A_RSI Mean Reversion,SUI_USDT,37,-317.48,-226.33,91.16,51.4,-0.456,-0.023,-0.282,-6.29,0.74,A_Original,1h
B_Ornstein-Uhlenbeck Filter,DOGE_USDT,3128,-2098.13,128.54,2226.67,51.4,-0.467,-0.129,-0.148,-22.82,0.92,B_New,1h
B_Futures Short RF Model,ATOM_USDT,418,-469.24,43.95,513.19,60.5,-0.473,-0.076,-0.296,-7.49,0.9,B_New,1h
A_RSI Mean Reversion,TRX_USDT,183,-804.35,-501.43,302.93,45.9,-0.483,-0.033,-0.135,-8.14,0.74,A_Original,1h
B_GARCH Volatility Position Sizing,LTC_USDT,262,-769.04,-156.28,612.76,46.9,-0.485,-0.062,-0.294,-12.43,0.86,B_New,1h
B_MTF SMA-200 Filter,TRX_USDT,3215,-2734.1,369.03,3103.12,32.2,-0.49,-0.194,-0.13,-31.73,0.91,B_New,1h
A_Ensemble A (RSI+MACD+BB),ADA_USDT,4164,-2224.5,618.09,2842.59,40.8,-0.49,-0.192,-0.105,-29.24,0.94,A_Original,1h
B_OFI Momentum,SUI_USDT,560,-789.19,-121.22,667.97,41.8,-0.491,-0.155,-0.308,-14.47,0.91,B_New,1h
A_RSI Mean Reversion,BTC_USDT,190,-873.27,-687.82,185.45,49.5,-0.493,-0.028,-0.092,-11.34,0.73,A_Original,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),LINK_USDT,4288,-2306.04,313.68,2619.72,53.3,-0.494,-0.156,-0.145,-25.34,0.94,B_New,1h
"B_SuperTrend (ATR×3, 10)",UNI_USDT,260,-720.18,-356.65,363.54,37.3,-0.509,-0.075,-0.293,-11.67,0.85,B_New,1h
A_Bollinger Band Reversion,UNI_USDT,305,-561.49,-146.59,414.9,62.0,-0.511,-0.064,-0.349,-7.61,0.88,A_Original,1h
B_Ichimoku Cloud,LTC_USDT,429,-699.76,-44.25,655.51,37.5,-0.512,-0.178,-0.26,-12.78,0.89,B_New,1h
B_Volatility Breakout (TTM Squeeze),ATOM_USDT,122,-414.58,-217.07,197.5,36.9,-0.513,-0.067,-0.305,-6.4,0.8,B_New,1h
B_Donchian Breakout,UNI_USDT,192,-893.93,-536.46,357.47,40.6,-0.515,-0.078,-0.24,-17.8,0.81,B_New,1h
A_Bollinger Band Reversion,HBAR_USDT,293,-621.76,-159.68,462.08,61.8,-0.517,-0.069,-0.273,-10.83,0.87,A_Original,1h
B_VWAP Reversion,BNB_USDT,2625,-2241.25,-664.46,1576.78,60.2,-0.525,-0.097,-0.109,-27.62,0.91,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ADA_USDT,4607,-2637.85,228.65,2866.5,52.3,-0.533,-0.161,-0.118,-31.55,0.93,B_New,1h
B_OFI Momentum,ATOM_USDT,649,-830.92,-183.32,647.6,41.6,-0.533,-0.219,-0.263,-15.05,0.87,B_New,1h
B_Funding Rate Arb,BNB_USDT,3,-83.88,-53.45,30.43,0.0,-0.534,-0.006,-0.121,-0.84,0.0,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ICP_USDT,1306,-760.24,294.56,1054.8,52.1,-0.537,-0.175,-0.3,-12.05,0.93,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),SHIB_USDT,1115,-700.99,-114.15,586.84,50.5,-0.545,-0.183,-0.269,-12.32,0.92,B_New,1h
B_VWAP Reversion,ADA_USDT,3150,-2536.58,-392.21,2144.37,60.4,-0.559,-0.113,-0.119,-29.91,0.91,B_New,1h
"B_SuperTrend (ATR×3, 10)",LTC_USDT,231,-513.37,-193.68,319.69,32.5,-0.576,-0.162,-0.341,-7.11,0.85,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),NEAR_USDT,1313,-930.04,125.63,1055.67,52.7,-0.584,-0.203,-0.282,-15.72,0.93,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),DOGE_USDT,3764,-3008.78,-676.9,2331.88,51.9,-0.597,-0.159,-0.156,-32.65,0.9,B_New,1h
B_VWAP Reversion,SUI_USDT,805,-859.2,-64.63,794.58,59.4,-0.612,-0.127,-0.382,-12.7,0.91,B_New,1h
B_VWAP Reversion,APT_USDT,911,-917.27,-39.52,877.75,58.9,-0.613,-0.141,-0.22,-19.96,0.91,B_New,1h
B_Futures Short RF Model,BTC_USDT,1635,-1950.79,-760.44,1190.35,57.3,-0.614,-0.087,-0.101,-24.46,0.86,B_New,1h
B_OFI Momentum,TRX_USDT,2352,-2342.08,-440.47,1901.62,39.4,-0.619,-0.192,-0.12,-28.9,0.89,B_New,1h
A_Ensemble A (RSI+MACD+BB),DOT_USDT,1094,-685.57,251.91,937.48,41.0,-0.624,-0.236,-0.335,-9.68,0.92,A_Original,1h
A_Bollinger Band Reversion,TRX_USDT,1032,-1970.55,-884.88,1085.67,58.3,-0.641,-0.083,-0.138,-20.7,0.84,A_Original,1h
B_Donchian Breakout,SUI_USDT,126,-1102.4,-756.7,345.71,41.3,-0.656,-0.064,-0.353,-17.74,0.76,B_New,1h
A_Ensemble A (RSI+MACD+BB),TRX_USDT,4001,-2504.56,111.4,2615.97,39.0,-0.679,-0.248,-0.133,-28.01,0.91,A_Original,1h
A_Ensemble A (RSI+MACD+BB),BTC_USDT,4334,-2304.16,386.63,2690.79,40.1,-0.68,-0.232,-0.106,-27.9,0.91,A_Original,1h
B_Ichimoku Cloud,UNI_USDT,438,-1349.16,-719.34,629.82,37.2,-0.683,-0.167,-0.31,-21.08,0.83,B_New,1h
A_Ensemble A (RSI+MACD+BB),AVAX_USDT,1074,-847.45,19.91,867.36,41.1,-0.691,-0.27,-0.294,-13.96,0.91,A_Original,1h
B_Ichimoku Cloud,SUI_USDT,376,-1383.6,-688.06,695.54,35.4,-0.709,-0.195,-0.395,-20.03,0.86,B_New,1h
B_Ornstein-Uhlenbeck Filter,LINK_USDT,3549,-2988.1,-835.88,2152.22,52.4,-0.722,-0.213,-0.155,-32.02,0.9,B_New,1h
B_OFI Momentum,UNI_USDT,664,-1122.31,-473.4,648.9,41.6,-0.724,-0.161,-0.404,-13.35,0.86,B_New,1h
B_Scalping RF Model (1m),AVAX_USDT,1741,-1036.77,235.73,1272.49,47.2,-0.725,-0.342,-0.31,-16.27,0.91,B_New,1h
B_VWAP Reversion,BTC_USDT,2230,-2462.0,-968.22,1493.78,59.1,-0.751,-0.129,-0.116,-27.46,0.87,B_New,1h
B_Ornstein-Uhlenbeck Filter,BTC_USDT,3461,-2666.09,-459.53,2206.56,47.4,-0.755,-0.205,-0.119,-29.44,0.89,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),AVAX_USDT,1218,-1073.54,-41.9,1031.64,51.5,-0.758,-0.23,-0.334,-15.66,0.91,B_New,1h
B_Scalping RF Model (1m),SHIB_USDT,1830,-1150.7,-171.55,979.15,45.5,-0.763,-0.441,-0.294,-18.77,0.9,B_New,1h
B_MTF SMA-200 Filter,UNI_USDT,934,-1599.13,-585.2,1013.93,33.7,-0.763,-0.278,-0.346,-22.51,0.86,B_New,1h
A_MACD Momentum,ATOM_USDT,873,-931.71,-158.42,773.29,36.7,-0.768,-0.348,-0.362,-12.3,0.88,A_Original,1h
B_Scalping RF Model (1m),DOT_USDT,1719,-1074.38,269.82,1344.2,45.4,-0.791,-0.386,-0.355,-14.49,0.9,B_New,1h
B_Futures Short RF Model,NEAR_USDT,407,-956.32,-471.34,484.98,55.5,-0.8,-0.122,-0.362,-12.62,0.84,B_New,1h
B_Futures Short RF Model,TRX_USDT,1411,-2723.17,-1462.21,1260.97,52.2,-0.815,-0.133,-0.138,-29.7,0.82,B_New,1h
B_Ornstein-Uhlenbeck Filter,ETH_USDT,3659,-3420.87,-1333.8,2087.07,50.5,-0.827,-0.236,-0.136,-35.36,0.88,B_New,1h
B_OFI Momentum,ICP_USDT,680,-1261.99,-589.18,672.81,43.5,-0.84,-0.248,-0.339,-18.01,0.86,B_New,1h
A_Bollinger Band Reversion,LTC_USDT,306,-834.91,-400.48,434.43,59.5,-0.845,-0.101,-0.382,-10.43,0.8,A_Original,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),BTC_USDT,4168,-2956.13,-489.81,2466.32,48.6,-0.853,-0.24,-0.125,-31.43,0.89,B_New,1h
B_Futures Short RF Model,ETH_USDT,1473,-3172.12,-2166.63,1005.49,59.7,-0.86,-0.114,-0.13,-33.78,0.8,B_New,1h
B_VWAP Reversion,XRP_USDT,2600,-3307.14,-1745.66,1561.48,58.9,-0.878,-0.165,-0.147,-35.18,0.85,B_New,1h
B_Scalping RF Model (1m),ICP_USDT,1800,-1360.24,-92.85,1267.4,46.9,-0.893,-0.44,-0.349,-18.92,0.9,B_New,1h
B_Scalping RF Model (1m),APT_USDT,1707,-1500.9,-234.73,1266.16,47.0,-0.917,-0.415,-0.314,-23.27,0.89,B_New,1h
B_Ornstein-Uhlenbeck Filter,SHIB_USDT,904,-994.55,-497.99,496.55,48.8,-0.92,-0.267,-0.389,-12.19,0.87,B_New,1h
B_Ornstein-Uhlenbeck Filter,ICP_USDT,1057,-1279.67,-356.2,923.47,50.8,-0.938,-0.284,-0.365,-16.97,0.87,B_New,1h
B_Volatility Breakout (TTM Squeeze),SUI_USDT,101,-1003.6,-776.72,226.87,37.6,-0.946,-0.116,-0.382,-14.87,0.66,B_New,1h
B_MTF SMA-200 Filter,LTC_USDT,999,-1377.6,-346.07,1031.54,32.5,-0.948,-0.414,-0.396,-16.85,0.84,B_New,1h
A_RSI Mean Reversion,ICP_USDT,42,-555.7,-468.96,86.74,38.1,-0.95,-0.066,-0.474,-5.56,0.55,A_Original,1h
B_VWAP Reversion,AVAX_USDT,809,-1362.15,-575.97,786.18,60.2,-0.95,-0.179,-0.384,-17.45,0.85,B_New,1h
B_Futures Short RF Model,BNB_USDT,1494,-3456.43,-2602.11,854.32,58.3,-0.963,-0.13,-0.137,-36.5,0.78,B_New,1h
B_Ornstein-Uhlenbeck Filter,UNI_USDT,1063,-1143.66,-262.96,880.7,48.9,-0.965,-0.271,-0.361,-15.24,0.87,B_New,1h
A_RSI Mean Reversion,LTC_USDT,35,-405.04,-349.26,55.77,37.1,-1.02,-0.056,-0.443,-4.31,0.48,A_Original,1h
B_Scalping RF Model (1m),ETH_USDT,6603,-4320.65,-930.19,3390.46,45.5,-1.028,-0.429,-0.138,-46.53,0.9,B_New,1h
B_VWAP Reversion,ETH_USDT,2726,-3789.56,-2199.82,1589.74,58.5,-1.04,-0.196,-0.135,-40.48,0.84,B_New,1h
B_Scalping RF Model (1m),XRP_USDT,6330,-4111.23,-602.74,3508.49,46.2,-1.064,-0.424,-0.149,-45.28,0.9,B_New,1h
B_Ornstein-Uhlenbeck Filter,XRP_USDT,3305,-4415.56,-2642.62,1772.94,50.7,-1.134,-0.286,-0.163,-45.42,0.82,B_New,1h
B_MACD Centerline Cross + Divergence,UNI_USDT,892,-1611.91,-879.07,732.84,43.8,-1.139,-0.263,-0.443,-17.77,0.81,B_New,1h
B_Scalping RF Model (1m),ADA_USDT,6753,-5047.17,-1628.3,3418.87,46.9,-1.153,-0.447,-0.153,-54.72,0.89,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),UNI_USDT,1262,-1484.04,-486.97,997.07,48.8,-1.155,-0.341,-0.371,-19.46,0.86,B_New,1h
B_Scalping RF Model (1m),DOGE_USDT,5851,-4491.41,-1526.97,2964.44,45.4,-1.168,-0.427,-0.18,-46.37,0.87,B_New,1h
B_Scalping RF Model (1m),LINK_USDT,5439,-4836.41,-2257.1,2579.3,47.4,-1.18,-0.489,-0.185,-48.74,0.88,B_New,1h
B_Scalping RF Model (1m),UNI_USDT,1668,-1950.14,-846.73,1103.41,46.7,-1.191,-0.431,-0.402,-23.95,0.84,B_New,1h
B_Scalping RF Model (1m),SOL_USDT,4599,-4366.8,-1879.28,2487.53,47.4,-1.203,-0.473,-0.218,-43.67,0.88,B_New,1h
B_Ornstein-Uhlenbeck Filter,TRX_USDT,3342,-4074.81,-1997.47,2077.34,47.3,-1.212,-0.339,-0.155,-42.93,0.82,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ETH_USDT,4443,-4623.13,-2503.02,2120.11,51.1,-1.225,-0.341,-0.148,-47.54,0.84,B_New,1h
B_Scalping RF Model (1m),SUI_USDT,1510,-1829.56,-733.43,1096.13,46.8,-1.23,-0.546,-0.379,-27.95,0.87,B_New,1h
B_VWAP Reversion,TRX_USDT,2140,-4040.02,-2606.88,1433.14,59.3,-1.258,-0.216,-0.155,-42.69,0.8,B_New,1h
A_Ensemble A (RSI+MACD+BB),ATOM_USDT,1088,-1225.58,-393.71,831.88,40.3,-1.258,-0.489,-0.428,-13.83,0.85,A_Original,1h
B_Volatility Breakout (TTM Squeeze),ICP_USDT,146,-1124.33,-881.85,242.48,41.1,-1.297,-0.167,-0.477,-11.35,0.61,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),XRP_USDT,4039,-4756.4,-2793.75,1962.65,51.0,-1.3,-0.345,-0.162,-50.32,0.83,B_New,1h
B_Futures Short RF Model,ICP_USDT,442,-1505.45,-1008.81,496.64,56.8,-1.328,-0.218,-0.438,-16.73,0.76,B_New,1h
B_Scalping RF Model (1m),BNB_USDT,6168,-5377.61,-2900.42,2477.19,44.6,-1.364,-0.486,-0.161,-55.1,0.84,B_New,1h
B_Scalping RF Model (1m),NEAR_USDT,1729,-2105.69,-973.01,1132.69,47.3,-1.367,-0.632,-0.414,-25.15,0.84,B_New,1h
B_Volatility Breakout (TTM Squeeze),LTC_USDT,135,-946.15,-743.27,202.88,34.8,-1.388,-0.179,-0.445,-10.17,0.6,B_New,1h
A_Ensemble A (RSI+MACD+BB),LTC_USDT,1132,-1673.36,-841.76,831.59,36.2,-1.463,-0.696,-0.405,-20.18,0.78,A_Original,1h
B_Futures Short RF Model,UNI_USDT,408,-1732.27,-1303.29,428.98,55.1,-1.477,-0.209,-0.404,-21.0,0.69,B_New,1h
B_Scalping RF Model (1m),HBAR_USDT,1744,-2106.46,-917.55,1188.92,45.5,-1.491,-0.694,-0.431,-24.25,0.82,B_New,1h
B_Futures Short RF Model,LTC_USDT,399,-1465.61,-1026.71,438.9,55.1,-1.507,-0.226,-0.437,-16.31,0.68,B_New,1h
B_Scalping RF Model (1m),BTC_USDT,6747,-4960.41,-1801.18,3159.23,43.3,-1.508,-0.573,-0.15,-50.57,0.84,B_New,1h
B_OFI Momentum,LTC_USDT,665,-1370.99,-741.11,629.87,43.2,-1.52,-0.405,-0.41,-16.21,0.76,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),TRX_USDT,3976,-4909.96,-2772.36,2137.6,47.9,-1.567,-0.424,-0.167,-51.07,0.81,B_New,1h
A_Ensemble A (RSI+MACD+BB),UNI_USDT,1066,-2239.01,-1484.81,754.2,38.4,-1.643,-0.474,-0.457,-24.39,0.75,A_Original,1h
B_Scalping RF Model (1m),TRX_USDT,5515,-5159.98,-2214.11,2945.88,41.6,-1.66,-0.679,-0.169,-54.08,0.83,B_New,1h
B_MACD Centerline Cross + Divergence,LTC_USDT,898,-1476.21,-726.37,749.83,43.3,-1.679,-0.481,-0.423,-16.96,0.77,B_New,1h
B_Ornstein-Uhlenbeck Filter,LTC_USDT,929,-1692.06,-930.39,761.67,51.6,-1.739,-0.417,-0.468,-17.69,0.76,B_New,1h
A_MACD Momentum,UNI_USDT,903,-2393.64,-1674.03,719.6,35.7,-1.762,-0.512,-0.467,-25.63,0.74,A_Original,1h
B_VWAP Reversion,LTC_USDT,658,-1787.12,-1163.05,624.06,55.2,-1.843,-0.333,-0.476,-18.42,0.71,B_New,1h
B_Scalping RF Model (1m),LTC_USDT,1718,-2013.75,-914.88,1098.88,42.8,-1.858,-0.892,-0.448,-22.22,0.79,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),LTC_USDT,1114,-1916.17,-1066.51,849.66,51.7,-1.968,-0.518,-0.485,-19.45,0.75,B_New,1h
A_MACD Momentum,LTC_USDT,931,-2095.81,-1323.29,772.52,33.7,-2.138,-0.814,-0.463,-22.43,0.72,A_Original,1h
