strategy,symbol,n_trades,total_pnl_usdt,gross_pnl_usdt,total_fees_usdt,win_rate_pct,sharpe,sortino,calmar,max_drawdown_pct,profit_factor,group,timeframe
"B_SuperTrend (ATR×3, 10)",UNI_USDT,658,-730.81,170.59,901.4,38.8,-0.164,-0.032,-0.054,-24.9,0.95,B_New,1h
B_GARCH Volatility Position Sizing,UNI_USDT,649,-1012.6,311.07,1323.67,44.8,-0.172,-0.034,-0.078,-24.04,0.95,B_New,1h
A_RSI Mean Reversion,UNI_USDT,97,-298.18,-143.15,155.04,46.4,-0.178,-0.012,-0.062,-8.58,0.87,A_Original,1h
B_MACD Centerline Cross + Divergence,TRX_USDT,3242,-816.37,2233.15,3049.52,45.6,-0.178,-0.055,-0.038,-28.08,0.97,B_New,1h
B_GARCH Volatility Position Sizing,LTC_USDT,982,-1195.72,301.75,1497.47,46.8,-0.181,-0.031,-0.069,-21.9,0.95,B_New,1h
A_Ensemble A (RSI+MACD+BB),ETH_USDT,4424,-905.87,2438.98,3344.85,40.4,-0.181,-0.068,-0.039,-28.11,0.98,A_Original,1h
B_Ornstein-Uhlenbeck Filter,DOT_USDT,284,,,158.46,54.6,-0.182,-0.015,,-5.89,0.91,B_New,1h
B_Futures Short RF Model,ATOM_USDT,5,,,2.97,20.0,-0.183,-0.002,,-1.46,0.57,B_New,1h
A_RSI Mean Reversion,BNB_USDT,32,,,16.86,46.9,-0.184,-0.004,,-3.35,0.76,A_Original,1h
A_Ensemble A (RSI+MACD+BB),DOGE_USDT,177,,,101.63,33.9,-0.192,-0.023,,-3.18,0.89,A_Original,1h
B_VWAP Reversion,DOGE_USDT,199,,,111.42,53.8,-0.195,-0.013,,-4.45,0.9,B_New,1h
"B_SuperTrend (ATR×3, 10)",ICP_USDT,563,-683.78,428.87,1112.65,36.8,-0.197,-0.053,-0.085,-16.48,0.95,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),DOGE_USDT,831,,,452.81,53.7,-0.199,-0.024,,-14.81,0.91,B_New,1h
B_MACD Centerline Cross + Divergence,DOGE_USDT,250,,,141.31,43.6,-0.201,-0.021,,-4.9,0.9,B_New,1h
B_Scalping RF Model (1m),BTC_USDT,43,,,24.63,41.9,-0.206,-0.009,,-2.41,0.78,B_New,1h
B_Volatility Breakout (TTM Squeeze),ADA_USDT,396,-717.43,-297.59,419.83,48.5,-0.213,-0.025,-0.064,-16.12,0.92,B_New,1h
B_Donchian Breakout,DOGE_USDT,290,-6827.65,-6671.32,156.34,47.6,-0.216,-0.012,-0.236,-78.38,0.46,B_New,1h
B_Ichimoku Cloud,LTC_USDT,1689,-1474.28,527.96,2002.24,38.0,-0.216,-0.069,-0.057,-33.32,0.96,B_New,1h
B_Keltner Channel Breakout,UNI_USDT,752,-1088.26,12.88,1101.15,42.7,-0.22,-0.049,-0.093,-21.67,0.94,B_New,1h
B_Volatility Breakout (TTM Squeeze),SOL_USDT,340,-838.17,-320.15,518.03,46.2,-0.225,-0.03,-0.106,-14.28,0.9,B_New,1h
A_Ensemble A (RSI+MACD+BB),SOL_USDT,2916,-1019.0,1216.65,2235.65,42.8,-0.226,-0.083,-0.09,-20.53,0.97,A_Original,1h
A_MACD Momentum,DOGE_USDT,154,,,89.41,35.7,-0.228,-0.024,,-3.89,0.87,A_Original,1h
A_Ensemble A (RSI+MACD+BB),NEAR_USDT,2959,-1111.07,1014.88,2125.95,41.7,-0.233,-0.096,-0.105,-19.99,0.96,A_Original,1h
B_OU Mean-Reversion Entry,XRP_USDT,2,-13.56,-12.96,0.6,50.0,-0.24,0.0,-0.089,-0.19,0.29,B_New,1h
B_Futures Short RF Model,ADA_USDT,18,,,10.37,55.6,-0.243,-0.006,,-2.24,0.66,B_New,1h
A_Bollinger Band Reversion,DOT_USDT,74,,,41.85,62.2,-0.254,-0.009,,-9.29,0.79,A_Original,1h
A_Ensemble A (RSI+MACD+BB),APT_USDT,1337,-480.8,722.77,1203.58,41.7,-0.255,-0.109,-0.127,-14.44,0.96,A_Original,1h
A_MACD Momentum,NEAR_USDT,2388,-1410.04,526.58,1936.62,37.3,-0.265,-0.128,-0.111,-24.28,0.95,A_Original,1h
B_Volatility Breakout (TTM Squeeze),LINK_USDT,465,-1004.55,-425.75,578.8,43.7,-0.266,-0.035,-0.083,-17.31,0.9,B_New,1h
B_VWAP Reversion,DOT_USDT,228,,,127.31,59.2,-0.269,-0.016,,-8.78,0.85,B_New,1h
A_Ensemble A (RSI+MACD+BB),HBAR_USDT,306,,,169.48,39.5,-0.276,-0.035,,-6.58,0.88,A_Original,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),SUI_USDT,1815,-680.14,1045.96,1726.11,52.2,-0.285,-0.092,-0.179,-12.9,0.96,B_New,1h
B_Keltner Channel Breakout,LTC_USDT,1034,-1592.47,-444.62,1147.85,44.2,-0.294,-0.06,-0.077,-26.53,0.92,B_New,1h
B_Keltner Channel Breakout,ATOM_USDT,40,,,22.33,35.0,-0.31,-0.024,,-5.03,0.74,B_New,1h
B_Volatility Breakout (TTM Squeeze),NEAR_USDT,304,-923.2,-388.48,534.73,45.7,-0.315,-0.039,-0.124,-13.92,0.88,B_New,1h
B_OFI Momentum,ICP_USDT,1574,-1355.64,503.67,1859.31,43.6,-0.326,-0.098,-0.124,-23.23,0.94,B_New,1h
A_MACD Momentum,LTC_USDT,3586,-1903.41,948.21,2851.62,36.4,-0.332,-0.152,-0.069,-35.96,0.95,A_Original,1h
B_Base RF Model,SUI_USDT,402,-858.11,226.96,1085.07,45.5,-0.341,-0.07,-0.165,-17.84,0.92,B_New,1h
B_OFI Momentum,LINK_USDT,2237,-1843.62,82.69,1926.31,44.1,-0.344,-0.104,-0.096,-28.67,0.94,B_New,1h
B_OU Mean-Reversion Entry,LTC_USDT,1,-4.52,-4.22,0.3,0.0,-0.345,0.0,-0.119,-0.05,0.0,B_New,1h
B_Futures Short RF Model,LTC_USDT,809,-1657.16,-865.68,791.48,52.0,-0.349,-0.043,-0.11,-19.51,0.89,B_New,1h
B_Volatility Breakout (TTM Squeeze),ICP_USDT,307,-842.15,-157.01,685.14,42.0,-0.351,-0.045,-0.087,-20.02,0.87,B_New,1h
B_OFI Momentum,BNB_USDT,191,,,103.98,40.3,-0.351,-0.031,,-12.73,0.8,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ADA_USDT,1074,,,600.19,53.4,-0.353,-0.053,,-15.33,0.92,B_New,1h
A_RSI Mean Reversion,SUI_USDT,57,-348.2,-203.36,144.84,49.1,-0.354,-0.018,-0.177,-6.61,0.79,A_Original,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ATOM_USDT,34,,,19.89,52.9,-0.354,-0.012,,-2.68,0.67,B_New,1h
B_Funding Rate Arb,BNB_USDT,1,-40.1,-30.03,10.07,0.0,-0.371,0.0,-0.138,-0.4,0.0,B_New,1h
A_RSI Mean Reversion,ETH_USDT,196,-683.97,-500.47,183.5,49.0,-0.377,-0.025,-0.087,-9.35,0.8,A_Original,1h
B_Trend RF Model,LTC_USDT,1192,-2068.22,-768.0,1300.22,42.1,-0.38,-0.083,-0.092,-29.5,0.92,B_New,1h
A_MACD Momentum,ICP_USDT,2123,-1621.81,496.6,2118.4,37.2,-0.388,-0.175,-0.119,-29.34,0.94,A_Original,1h
B_Base RF Model,HBAR_USDT,21,,,11.89,42.9,-0.395,-0.012,,-2.53,0.59,B_New,1h
A_Bollinger Band Reversion,UNI_USDT,778,-1452.69,-542.5,910.18,61.3,-0.408,-0.053,-0.189,-14.53,0.9,A_Original,1h
B_Volatility Breakout (TTM Squeeze),DOGE_USDT,354,-1075.88,-768.06,307.82,40.1,-0.416,-0.057,-0.143,-14.02,0.84,B_New,1h
A_RSI Mean Reversion,BTC_USDT,164,-707.23,-572.29,134.94,50.0,-0.417,-0.025,-0.088,-11.2,0.77,A_Original,1h
B_Futures Short RF Model,SUI_USDT,314,-897.64,-125.67,771.97,49.0,-0.426,-0.065,-0.132,-23.3,0.89,B_New,1h
B_Futures Short RF Model,ETH_USDT,954,-1638.59,-782.46,856.13,56.2,-0.429,-0.059,-0.095,-21.47,0.88,B_New,1h
B_OU Mean-Reversion Entry,HBAR_USDT,1,-23.26,-22.96,0.3,0.0,-0.436,0.0,-0.19,-0.23,0.0,B_New,1h
A_Bollinger Band Reversion,BTC_USDT,55,,,30.79,56.4,-0.451,-0.015,,-5.56,0.63,A_Original,1h
B_Donchian Breakout,SUI_USDT,218,-925.15,-280.93,644.22,42.2,-0.458,-0.072,-0.201,-15.79,0.86,B_New,1h
B_Futures Short RF Model,TRX_USDT,1134,-2022.52,-626.52,1396.0,44.4,-0.472,-0.093,-0.119,-23.77,0.88,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),APT_USDT,1578,-928.88,487.3,1416.17,53.7,-0.472,-0.149,-0.179,-20.11,0.94,B_New,1h
B_Scalping RF Model (1m),HBAR_USDT,118,,,68.29,47.5,-0.476,-0.029,,-5.27,0.74,B_New,1h
B_Scalping RF Model (1m),DOT_USDT,250,,,141.65,45.2,-0.477,-0.041,,-6.4,0.8,B_New,1h
A_RSI Mean Reversion,TRX_USDT,189,-814.19,-491.88,322.32,46.0,-0.477,-0.032,-0.127,-8.45,0.74,A_Original,1h
B_Scalping RF Model (1m),ICP_USDT,4540,-2150.98,1413.83,3564.81,48.3,-0.505,-0.199,-0.135,-35.09,0.95,B_New,1h
B_Futures Short RF Model,UNI_USDT,560,-1926.5,-1204.94,721.56,46.6,-0.513,-0.083,-0.157,-23.8,0.85,B_New,1h
B_Scalping RF Model (1m),SHIB_USDT,4541,-1954.0,566.09,2520.09,47.3,-0.517,-0.216,-0.147,-28.91,0.95,B_New,1h
B_Scalping RF Model (1m),AVAX_USDT,232,,,132.11,47.0,-0.528,-0.059,,-8.81,0.8,B_New,1h
B_Donchian Breakout,LTC_USDT,496,-2036.98,-1339.14,697.84,43.1,-0.529,-0.063,-0.125,-21.41,0.82,B_New,1h
B_MTF SMA-200 Filter,TRX_USDT,3315,-2960.31,395.34,3355.65,32.1,-0.53,-0.208,-0.129,-33.71,0.91,B_New,1h
B_VWAP Reversion,LINK_USDT,3071,-2552.97,-305.67,2247.3,60.4,-0.53,-0.121,-0.126,-31.39,0.92,B_New,1h
A_Ensemble A (RSI+MACD+BB),LTC_USDT,4385,-2418.9,551.41,2970.32,39.8,-0.533,-0.217,-0.092,-35.25,0.93,A_Original,1h
B_MTF SMA-200 Filter,LTC_USDT,3809,-3435.29,-370.03,3065.25,33.5,-0.534,-0.216,-0.11,-44.63,0.92,B_New,1h
B_OU Mean-Reversion Entry,DOT_USDT,2,-15.07,-14.47,0.6,0.0,-0.544,-0.005,-0.229,-0.15,0.0,B_New,1h
B_OFI Momentum,LTC_USDT,2637,-2681.91,-622.84,2059.07,42.4,-0.553,-0.159,-0.091,-39.98,0.92,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),LINK_USDT,4468,-2665.47,89.94,2755.41,53.1,-0.571,-0.179,-0.153,-27.16,0.93,B_New,1h
B_OFI Momentum,NEAR_USDT,1748,-2603.69,-1011.49,1592.2,42.6,-0.587,-0.18,-0.145,-36.4,0.91,B_New,1h
B_MTF SMA-200 Filter,SUI_USDT,1283,-1779.4,191.65,1971.05,35.2,-0.595,-0.247,-0.248,-25.35,0.91,B_New,1h
B_OFI Momentum,UNI_USDT,1715,-2660.81,-1320.59,1340.22,43.8,-0.595,-0.14,-0.157,-34.09,0.89,B_New,1h
B_MTF SMA-200 Filter,HBAR_USDT,81,,,46.25,39.5,-0.608,-0.035,,-5.43,0.62,B_New,1h
B_OFI Momentum,TRX_USDT,2449,-2409.11,-362.2,2046.9,39.5,-0.626,-0.193,-0.116,-29.62,0.89,B_New,1h
A_Bollinger Band Reversion,APT_USDT,375,-1030.55,-425.87,604.68,60.5,-0.64,-0.085,-0.28,-14.31,0.86,A_Original,1h
B_OFI Momentum,SUI_USDT,949,-1448.7,-279.77,1168.93,41.4,-0.654,-0.202,-0.261,-19.37,0.89,B_New,1h
A_Ensemble A (RSI+MACD+BB),TRX_USDT,4153,-2525.15,263.59,2788.75,38.9,-0.671,-0.244,-0.126,-28.78,0.91,A_Original,1h
B_VWAP Reversion,SUI_USDT,1294,-1418.99,-82.01,1336.98,60.4,-0.673,-0.138,-0.255,-19.46,0.9,B_New,1h
B_Ichimoku Cloud,SUI_USDT,618,-1816.15,-540.83,1275.32,37.1,-0.674,-0.24,-0.284,-22.63,0.87,B_New,1h
A_Bollinger Band Reversion,TRX_USDT,1075,-2112.81,-933.57,1179.24,58.0,-0.68,-0.087,-0.134,-22.08,0.83,A_Original,1h
B_Ichimoku Cloud,UNI_USDT,1139,-3417.92,-2105.05,1312.87,36.7,-0.697,-0.174,-0.165,-43.37,0.87,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),SHIB_USDT,2750,-2317.48,-966.63,1350.85,52.0,-0.727,-0.216,-0.187,-27.54,0.9,B_New,1h
B_OFI Momentum,ATOM_USDT,267,,,143.27,38.6,-0.728,-0.08,,-11.27,0.73,B_New,1h
B_Ornstein-Uhlenbeck Filter,SHIB_USDT,2259,-2091.75,-939.16,1152.59,51.4,-0.744,-0.204,-0.184,-24.95,0.89,B_New,1h
B_Scalping RF Model (1m),BNB_USDT,79,,,43.68,34.2,-0.747,-0.034,,-11.36,0.48,B_New,1h
A_MACD Momentum,SUI_USDT,1294,-1830.54,-480.63,1349.92,37.6,-0.784,-0.387,-0.314,-20.69,0.89,A_Original,1h
B_Ornstein-Uhlenbeck Filter,LINK_USDT,3704,-3301.27,-1031.42,2269.85,52.2,-0.791,-0.233,-0.162,-33.01,0.89,B_New,1h
B_MTF SMA-200 Filter,UNI_USDT,2393,-4465.73,-2603.62,1862.11,34.5,-0.799,-0.215,-0.222,-44.84,0.85,B_New,1h
B_Volatility Breakout (TTM Squeeze),LTC_USDT,508,-2881.59,-2379.94,501.65,37.6,-0.816,-0.116,-0.129,-30.67,0.74,B_New,1h
B_Trend RF Model,HBAR_USDT,14,,,7.87,28.6,-0.826,-0.021,,-6.2,0.21,B_New,1h
B_VWAP Reversion,UNI_USDT,2394,-3186.2,-1558.84,1627.36,59.1,-0.833,-0.167,-0.203,-32.34,0.87,B_New,1h
B_Ornstein-Uhlenbeck Filter,ETH_USDT,3739,-3504.11,-1370.37,2133.73,50.6,-0.84,-0.238,-0.136,-35.46,0.87,B_New,1h
B_Donchian Breakout,UNI_USDT,483,-3017.58,-2402.78,614.8,42.0,-0.859,-0.112,-0.181,-34.07,0.75,B_New,1h
A_Ensemble A (RSI+MACD+BB),UNI_USDT,2898,-3210.57,-1194.49,2016.08,41.1,-0.872,-0.291,-0.172,-38.54,0.89,A_Original,1h
A_Ensemble A (RSI+MACD+BB),AVAX_USDT,143,,,79.15,31.5,-0.873,-0.079,,-9.98,0.62,A_Original,1h
B_MACD Centerline Cross + Divergence,UNI_USDT,2338,-3575.94,-1919.8,1656.14,44.2,-0.949,-0.267,-0.19,-39.74,0.86,B_New,1h
B_VWAP Reversion,XRP_USDT,2706,-3653.88,-1984.17,1669.71,59.0,-0.954,-0.177,-0.143,-38.63,0.84,B_New,1h
B_Scalping RF Model (1m),APT_USDT,2218,-1790.53,-141.53,1649.0,47.3,-0.968,-0.401,-0.303,-23.58,0.91,B_New,1h
B_VWAP Reversion,APT_USDT,1138,-1699.28,-582.4,1116.88,58.6,-0.97,-0.215,-0.268,-25.22,0.87,B_New,1h
B_OFI Momentum,HBAR_USDT,53,,,27.94,32.1,-1.004,-0.054,,-7.43,0.42,B_New,1h
B_Ornstein-Uhlenbeck Filter,LTC_USDT,3881,-4259.61,-1970.75,2288.87,52.2,-1.033,-0.279,-0.142,-45.19,0.86,B_New,1h
A_MACD Momentum,UNI_USDT,2375,-3998.11,-2401.15,1596.96,37.0,-1.04,-0.346,-0.216,-40.18,0.85,A_Original,1h
B_VWAP Reversion,LTC_USDT,3048,-4166.29,-2297.99,1868.3,58.8,-1.046,-0.205,-0.135,-46.1,0.85,B_New,1h
B_Scalping RF Model (1m),NEAR_USDT,4575,-4055.48,-1512.11,2543.37,47.8,-1.059,-0.466,-0.203,-43.91,0.89,B_New,1h
B_VWAP Reversion,ETH_USDT,2778,-3965.58,-2335.23,1630.35,58.4,-1.082,-0.204,-0.136,-41.31,0.83,B_New,1h
B_Scalping RF Model (1m),XRP_USDT,6767,-4320.8,-589.42,3731.38,46.2,-1.089,-0.433,-0.145,-46.93,0.89,B_New,1h
B_Scalping RF Model (1m),LTC_USDT,7011,-4867.23,-1293.93,3573.3,45.2,-1.1,-0.467,-0.153,-49.86,0.89,B_New,1h
B_Scalping RF Model (1m),ETH_USDT,6752,-4600.88,-1146.51,3454.37,45.4,-1.103,-0.458,-0.144,-47.42,0.89,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),LTC_USDT,4632,-4736.32,-2243.45,2492.86,52.6,-1.191,-0.332,-0.143,-51.33,0.86,B_New,1h
B_Ornstein-Uhlenbeck Filter,XRP_USDT,3479,-4698.71,-2810.45,1888.26,50.8,-1.192,-0.299,-0.159,-47.91,0.81,B_New,1h
B_Ornstein-Uhlenbeck Filter,TRX_USDT,3453,-4117.16,-1897.47,2219.69,46.9,-1.202,-0.335,-0.149,-43.52,0.82,B_New,1h
B_Scalping RF Model (1m),SOL_USDT,4599,-4369.94,-1882.5,2487.44,47.4,-1.204,-0.474,-0.218,-43.7,0.88,B_New,1h
B_Scalping RF Model (1m),LINK_USDT,5724,-5037.87,-2322.21,2715.67,47.4,-1.208,-0.5,-0.18,-50.71,0.87,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ETH_USDT,4537,-4704.72,-2541.16,2163.57,51.1,-1.234,-0.344,-0.148,-47.61,0.84,B_New,1h
B_VWAP Reversion,TRX_USDT,2172,-4085.07,-2594.21,1490.86,59.3,-1.248,-0.211,-0.148,-43.32,0.8,B_New,1h
B_Ornstein-Uhlenbeck Filter,UNI_USDT,2960,-4272.51,-2548.32,1724.2,51.9,-1.255,-0.337,-0.21,-44.77,0.83,B_New,1h
A_Ensemble A (RSI+MACD+BB),SUI_USDT,1576,-2372.24,-1025.38,1346.86,40.7,-1.334,-0.543,-0.322,-26.67,0.85,A_Original,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),XRP_USDT,4247,-4996.2,-2914.84,2081.35,51.1,-1.343,-0.355,-0.158,-52.59,0.82,B_New,1h
B_Volatility Breakout (TTM Squeeze),SUI_USDT,174,-1934.46,-1534.27,400.19,37.4,-1.365,-0.154,-0.336,-20.52,0.59,B_New,1h
B_Scalping RF Model (1m),UNI_USDT,4689,-5110.22,-2901.88,2208.34,47.3,-1.424,-0.502,-0.233,-51.1,0.84,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),UNI_USDT,3512,-5005.56,-3269.95,1735.61,52.0,-1.458,-0.403,-0.23,-50.34,0.81,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),TRX_USDT,4109,-4977.99,-2716.81,2261.18,47.6,-1.564,-0.422,-0.161,-51.8,0.81,B_New,1h
B_Scalping RF Model (1m),SUI_USDT,2642,-3175.43,-1315.19,1860.25,47.7,-1.578,-0.641,-0.336,-35.48,0.85,B_New,1h
B_Scalping RF Model (1m),TRX_USDT,5691,-5332.62,-2241.62,3091.0,41.4,-1.706,-0.693,-0.165,-55.72,0.83,B_New,1h
