strategy,symbol,n_trades,total_pnl_usdt,gross_pnl_usdt,total_fees_usdt,win_rate_pct,sharpe,sortino,calmar,max_drawdown_pct,profit_factor,group
B_Futures Short RF Model,SOL_USDT,515,2705.04,3734.03,1028.99,52.8,0.601,0.109,0.372,-11.45,1.18,B_New
B_Trend RF Model,NEAR_USDT,276,2430.2,2975.46,545.26,51.8,0.596,0.08,0.52,-7.68,1.25,B_New
B_GARCH Volatility Position Sizing,XRP_USDT,898,4328.12,6143.48,1815.37,44.4,0.589,0.145,0.458,-10.03,1.19,B_New
"B_SuperTrend (ATR×3, 10)",BNB_USDT,902,3891.07,5003.39,1112.32,41.1,0.588,0.146,0.563,-7.01,1.22,B_New
A_Ensemble A (RSI+MACD+BB),XRP_USDT,4254,2926.6,6833.07,3906.47,41.1,0.585,0.259,0.174,-18.8,1.07,A_Original
B_GARCH Volatility Position Sizing,LINK_USDT,872,4068.03,6261.57,2193.55,49.7,0.583,0.123,0.336,-14.27,1.13,B_New
A_MACD Momentum,XRP_USDT,3356,3986.09,7621.22,3635.13,37.8,0.582,0.297,0.299,-14.32,1.1,A_Original
"B_SuperTrend (ATR×3, 10)",ADA_USDT,868,3029.18,4422.35,1393.17,38.6,0.58,0.162,0.171,-19.6,1.14,B_New
B_Keltner Channel Breakout,SHIB_USDT,603,2641.52,3038.01,396.49,44.8,0.579,0.155,0.485,-9.92,1.17,B_New
"B_SuperTrend (ATR×3, 10)",DOGE_USDT,688,2877.2,3959.52,1082.31,37.9,0.573,0.169,0.332,-11.36,1.2,B_New
B_Keltner Channel Breakout,ETH_USDT,1113,3491.46,5124.04,1632.58,45.2,0.569,0.142,0.443,-7.89,1.14,B_New
B_Funding Rate Arb,DOT_USDT,2,92.45,101.3,8.84,100.0,0.569,0.0,0.0,0.0,inf,B_New
B_MTF SMA-200 Filter,SHIB_USDT,2216,3794.36,5567.81,1773.45,34.4,0.565,0.318,0.517,-12.88,1.1,B_New
"B_SuperTrend (ATR×3, 10)",NEAR_USDT,610,2470.34,3654.48,1184.14,42.0,0.561,0.154,0.252,-16.05,1.13,B_New
"B_SuperTrend (ATR×3, 10)",BTC_USDT,872,1926.86,2977.34,1050.48,41.2,0.558,0.133,0.196,-10.43,1.15,B_New
B_Futures Short RF Model,AVAX_USDT,507,2275.4,3476.11,1200.71,53.5,0.549,0.096,0.241,-15.43,1.14,B_New
B_Funding Rate Arb,ICP_USDT,8,587.22,843.78,256.56,50.0,0.548,0.03,0.65,-1.77,3.52,B_New
B_GARCH Volatility Position Sizing,ETH_USDT,1060,3334.7,5231.71,1897.01,49.6,0.535,0.093,0.205,-16.41,1.12,B_New
B_Ichimoku Cloud,BNB_USDT,1678,4539.9,6705.4,2165.49,40.9,0.529,0.154,0.368,-12.24,1.12,B_New
B_Base RF Model,DOGE_USDT,162,1984.79,2239.5,254.71,48.1,0.525,0.065,0.243,-11.05,1.47,B_New
B_MACD Centerline Cross + Divergence,XRP_USDT,3266,2924.42,6247.17,3322.75,46.7,0.522,0.2,0.217,-15.05,1.08,B_New
B_Base RF Model,HBAR_USDT,131,1130.45,1408.92,278.47,55.7,0.518,0.036,0.311,-5.26,1.34,B_New
"B_SuperTrend (ATR×3, 10)",SHIB_USDT,518,1898.49,2231.87,333.38,40.9,0.515,0.148,0.41,-8.66,1.18,B_New
B_Base RF Model,XRP_USDT,212,1234.0,1669.67,435.68,49.1,0.509,0.049,0.224,-6.55,1.31,B_New
B_Donchian Breakout,NEAR_USDT,453,2316.89,3413.83,1096.94,47.2,0.509,0.092,0.267,-14.3,1.15,B_New
B_GARCH Volatility Position Sizing,BTC_USDT,1077,2341.37,4044.37,1703.0,50.6,0.497,0.092,0.183,-13.4,1.12,B_New
B_GARCH Volatility Position Sizing,ADA_USDT,908,3218.71,5190.95,1972.24,46.4,0.496,0.101,0.195,-18.14,1.12,B_New
B_Trend RF Model,DOT_USDT,320,1652.73,2222.05,569.32,53.1,0.481,0.061,0.262,-10.36,1.18,B_New
B_Keltner Channel Breakout,ADA_USDT,1034,3072.91,5117.66,2044.75,45.6,0.48,0.118,0.189,-17.96,1.1,B_New
B_GARCH Volatility Position Sizing,HBAR_USDT,738,3141.21,4906.83,1765.62,44.2,0.479,0.114,0.261,-16.19,1.12,B_New
B_MACD Centerline Cross + Divergence,NEAR_USDT,2293,2204.88,4959.77,2754.89,47.8,0.47,0.162,0.18,-20.32,1.06,B_New
B_MACD Centerline Cross + Divergence,BNB_USDT,3488,2501.48,5485.51,2984.02,47.6,0.469,0.163,0.171,-15.64,1.08,B_New
B_Ichimoku Cloud,ETH_USDT,1747,3246.02,5821.12,2575.1,39.8,0.464,0.147,0.191,-17.16,1.08,B_New
A_MACD Momentum,SHIB_USDT,2116,1991.84,3422.57,1430.73,37.6,0.461,0.19,0.279,-13.28,1.08,A_Original
A_MACD Momentum,BNB_USDT,3490,2986.84,6107.08,3120.24,38.3,0.454,0.205,0.253,-12.36,1.08,A_Original
A_RSI Mean Reversion,ICP_USDT,83,849.37,1011.27,161.9,56.6,0.445,0.029,0.31,-5.32,1.37,A_Original
B_Keltner Channel Breakout,DOGE_USDT,790,3001.72,4589.86,1588.14,43.3,0.439,0.095,0.374,-10.47,1.12,B_New
B_Elliott Wave + Base ML,SOL_USDT,130,910.54,1252.57,342.03,54.6,0.425,0.038,0.259,-5.91,1.28,B_New
B_OU Mean-Reversion Entry,NEAR_USDT,1,7.54,7.84,0.3,100.0,0.424,0.0,0.0,0.0,inf,B_New
B_Funding Rate Arb,NEAR_USDT,1,181.72,194.12,12.39,100.0,0.424,0.0,0.0,0.0,inf,B_New
B_Elliott Wave + Base ML,ETH_USDT,287,1227.7,1630.52,402.82,48.4,0.424,0.041,0.116,-11.53,1.21,B_New
B_Ichimoku Cloud,XRP_USDT,1588,3043.93,5572.93,2529.0,36.1,0.422,0.156,0.17,-19.9,1.08,B_New
B_Funding Rate Arb,SOL_USDT,1,31.52,41.74,10.22,100.0,0.418,0.0,0.0,0.0,inf,B_New
B_OU Mean-Reversion Entry,SOL_USDT,1,12.33,13.63,1.3,100.0,0.418,0.0,0.0,0.0,inf,B_New
B_GARCH Volatility Position Sizing,TRX_USDT,988,2308.15,4522.33,2214.19,48.6,0.409,0.082,0.218,-12.22,1.12,B_New
B_Base RF Model,ADA_USDT,168,980.74,1208.57,227.83,50.0,0.397,0.028,0.186,-6.29,1.25,B_New
A_Bollinger Band Reversion,SOL_USDT,804,1398.9,2550.89,1151.99,61.7,0.396,0.054,0.266,-8.69,1.09,A_Original
B_Donchian Breakout,ETH_USDT,539,1797.28,2598.1,800.82,47.1,0.391,0.055,0.2,-9.59,1.13,B_New
B_VWAP Reversion,ICP_USDT,2260,1311.42,3942.42,2631.0,60.2,0.389,0.087,0.181,-13.79,1.05,B_New
A_MACD Momentum,ETH_USDT,3534,2155.46,5613.74,3458.28,36.8,0.386,0.161,0.114,-19.81,1.05,A_Original
B_Base RF Model,BTC_USDT,626,1413.31,2311.97,898.66,47.1,0.383,0.056,0.151,-10.12,1.13,B_New
B_Funding Rate Arb,SUI_USDT,2,71.44,100.13,28.68,50.0,0.379,0.0,0.73,-0.32,3.18,B_New
B_Volatility Breakout (TTM Squeeze),APT_USDT,217,694.9,1593.39,898.48,43.8,0.377,0.063,0.203,-9.41,1.14,B_New
B_Elliott Wave + Base ML,NEAR_USDT,26,393.62,431.52,37.91,61.5,0.376,0.015,0.191,-3.66,1.58,B_New
B_Futures Short RF Model,TRX_USDT,794,1452.52,2944.07,1491.55,52.6,0.375,0.057,0.214,-8.09,1.11,B_New
"B_SuperTrend (ATR×3, 10)",AVAX_USDT,627,1392.13,2580.83,1188.7,40.7,0.373,0.094,0.175,-13.4,1.09,B_New
"B_SuperTrend (ATR×3, 10)",ETH_USDT,945,1765.59,3006.97,1241.38,36.9,0.372,0.101,0.093,-20.26,1.09,B_New
B_Base RF Model,DOT_USDT,179,769.13,1117.8,348.67,53.6,0.346,0.029,0.197,-6.61,1.2,B_New
B_Futures Short RF Model,LINK_USDT,685,1580.31,2876.4,1296.09,52.0,0.343,0.058,0.13,-15.57,1.08,B_New
B_OFI Momentum,AVAX_USDT,1735,1612.01,3845.88,2233.86,44.7,0.34,0.112,0.191,-14.1,1.05,B_New
A_Ensemble A (RSI+MACD+BB),DOGE_USDT,3563,1521.54,4726.9,3205.36,40.8,0.337,0.148,0.099,-21.25,1.04,A_Original
B_MACD Centerline Cross + Divergence,ADA_USDT,3258,1820.17,5242.4,3422.23,47.8,0.333,0.097,0.097,-21.62,1.04,B_New
B_Elliott Wave + Base ML,SHIB_USDT,35,291.88,310.62,18.74,51.4,0.328,0.016,0.287,-2.01,1.41,B_New
B_Keltner Channel Breakout,LINK_USDT,924,1791.35,3430.49,1639.14,48.4,0.325,0.069,0.215,-10.65,1.07,B_New
A_Bollinger Band Reversion,SHIB_USDT,693,776.66,1198.23,421.57,64.6,0.323,0.041,0.165,-9.17,1.08,A_Original
B_Keltner Channel Breakout,ICP_USDT,616,1195.11,2880.54,1685.44,44.8,0.315,0.07,0.147,-15.63,1.07,B_New
B_Futures Short RF Model,NEAR_USDT,494,1173.41,2388.18,1214.77,51.8,0.313,0.05,0.102,-19.72,1.07,B_New
B_OU Mean-Reversion Entry,BTC_USDT,2,5.43,6.03,0.6,50.0,0.313,0.0,1.422,-0.0,13.37,B_New
B_MTF SMA-200 Filter,XRP_USDT,3481,2249.21,6552.93,4303.71,34.2,0.312,0.138,0.104,-24.63,1.04,B_New
B_MTF SMA-200 Filter,DOT_USDT,2307,1460.58,5428.81,3968.23,38.4,0.305,0.129,0.139,-17.35,1.04,B_New
B_Futures Short RF Model,ICP_USDT,402,928.95,2048.57,1119.63,46.5,0.295,0.048,0.123,-14.66,1.08,B_New
A_Bollinger Band Reversion,NEAR_USDT,781,1082.46,2370.58,1288.11,62.6,0.292,0.039,0.144,-12.93,1.06,A_Original
A_RSI Mean Reversion,DOGE_USDT,106,359.94,510.32,150.39,56.6,0.285,0.015,0.188,-2.76,1.21,A_Original
"B_SuperTrend (ATR×3, 10)",LTC_USDT,898,1213.02,2393.5,1180.48,39.8,0.283,0.073,0.059,-23.39,1.06,B_New
B_Base RF Model,TRX_USDT,204,655.02,1229.83,574.81,45.6,0.279,0.023,0.108,-7.49,1.17,B_New
B_Keltner Channel Breakout,DOT_USDT,720,1108.36,2838.01,1729.64,47.6,0.278,0.055,0.168,-11.06,1.06,B_New
B_MACD Centerline Cross + Divergence,LINK_USDT,2978,1458.86,4461.2,3002.34,48.0,0.276,0.101,0.087,-21.65,1.04,B_New
B_Trend RF Model,BTC_USDT,1299,1286.17,2943.57,1657.4,43.8,0.274,0.059,0.099,-14.11,1.06,B_New
A_RSI Mean Reversion,APT_USDT,60,251.47,508.11,256.64,63.3,0.269,0.014,0.086,-8.21,1.17,A_Original
B_Futures Short RF Model,BTC_USDT,804,975.06,2162.4,1187.34,47.9,0.266,0.04,0.096,-11.25,1.07,B_New
A_RSI Mean Reversion,ATOM_USDT,121,380.58,642.18,261.6,52.1,0.257,0.021,0.15,-3.56,1.16,A_Original
B_Trend RF Model,LINK_USDT,570,1171.39,2244.62,1073.23,51.4,0.254,0.035,0.087,-17.59,1.07,B_New
B_MACD Centerline Cross + Divergence,BTC_USDT,3462,922.07,3922.38,3000.31,47.0,0.251,0.078,0.047,-21.77,1.04,B_New
B_VWAP Reversion,SOL_USDT,2512,893.28,3395.99,2502.71,61.0,0.238,0.054,0.083,-18.19,1.03,B_New
A_Bollinger Band Reversion,XRP_USDT,1084,816.26,2145.81,1329.55,64.4,0.234,0.028,0.071,-13.82,1.05,A_Original
B_MACD Centerline Cross + Divergence,SHIB_USDT,2120,717.9,2107.33,1389.42,47.5,0.233,0.079,0.138,-10.13,1.03,B_New
B_OFI Momentum,ADA_USDT,2393,1200.15,3886.39,2686.24,43.8,0.232,0.064,0.059,-24.08,1.03,B_New
B_Donchian Breakout,XRP_USDT,442,906.08,1655.69,749.62,42.3,0.231,0.045,0.116,-9.41,1.1,B_New
B_MTF SMA-200 Filter,DOGE_USDT,3102,1533.25,5350.09,3816.84,33.9,0.226,0.114,0.077,-27.26,1.03,B_New
B_Donchian Breakout,AVAX_USDT,464,824.89,1993.24,1168.36,46.6,0.226,0.041,0.088,-16.14,1.05,B_New
B_MTF SMA-200 Filter,LINK_USDT,3109,1335.56,5446.24,4110.68,36.7,0.219,0.094,0.067,-26.02,1.02,B_New
B_Ichimoku Cloud,TRX_USDT,1559,1106.37,4239.48,3133.11,37.8,0.218,0.071,0.061,-21.77,1.04,B_New
B_Base RF Model,SOL_USDT,291,642.2,1282.35,640.15,53.6,0.217,0.024,0.096,-11.4,1.08,B_New
"B_SuperTrend (ATR×3, 10)",TRX_USDT,926,710.83,2321.15,1610.32,37.5,0.206,0.051,0.049,-17.96,1.05,B_New
B_Donchian Breakout,LINK_USDT,574,818.31,1816.73,998.42,47.9,0.205,0.034,0.072,-14.97,1.05,B_New
A_RSI Mean Reversion,NEAR_USDT,103,305.54,500.36,194.82,52.4,0.203,0.011,0.141,-3.84,1.13,A_Original
B_Elliott Wave + Base ML,LTC_USDT,157,434.72,642.19,207.46,50.3,0.2,0.015,0.069,-7.34,1.12,B_New
"B_SuperTrend (ATR×3, 10)",LINK_USDT,813,742.72,1923.0,1180.28,42.3,0.194,0.05,0.065,-15.26,1.04,B_New
B_Ichimoku Cloud,ICP_USDT,1001,733.68,3186.92,2453.24,39.0,0.192,0.063,0.111,-12.87,1.03,B_New
B_MACD Centerline Cross + Divergence,SUI_USDT,1220,350.2,1787.15,1436.95,46.8,0.19,0.07,0.071,-16.16,1.02,B_New
B_Ichimoku Cloud,SOL_USDT,1147,835.31,2928.06,2092.76,39.8,0.186,0.061,0.078,-18.16,1.03,B_New
B_OFI Momentum,DOGE_USDT,2058,903.69,2931.44,2027.74,42.6,0.176,0.069,0.063,-20.09,1.03,B_New
B_Base RF Model,LINK_USDT,241,516.05,930.73,414.68,50.2,0.173,0.014,0.076,-9.15,1.08,B_New
B_Trend RF Model,BNB_USDT,781,760.68,1665.28,904.6,48.7,0.171,0.027,0.043,-20.4,1.04,B_New
B_MTF SMA-200 Filter,BNB_USDT,3490,1061.76,4105.76,3043.99,35.8,0.171,0.065,0.069,-17.26,1.02,B_New
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),SOL_USDT,3600,602.84,3608.36,3005.51,53.5,0.166,0.051,0.076,-13.56,1.01,B_New
A_MACD Momentum,DOT_USDT,2324,558.54,3088.15,2529.61,39.3,0.165,0.075,0.071,-13.54,1.02,A_Original
"B_SuperTrend (ATR×3, 10)",SUI_USDT,372,278.02,1068.05,790.04,39.5,0.165,0.048,0.087,-10.49,1.03,B_New
B_Volatility Breakout (TTM Squeeze),HBAR_USDT,375,765.9,1375.87,609.97,46.4,0.163,0.04,0.078,-14.43,1.08,B_New
B_Ornstein-Uhlenbeck Filter,ICP_USDT,2534,487.49,3267.43,2779.94,53.7,0.163,0.05,0.046,-20.78,1.02,B_New
B_Base RF Model,NEAR_USDT,175,365.31,659.72,294.41,50.9,0.16,0.012,0.079,-8.25,1.07,B_New
B_Donchian Breakout,HBAR_USDT,565,568.39,1669.29,1100.9,44.6,0.159,0.03,0.043,-19.35,1.04,B_New
B_MACD Centerline Cross + Divergence,ETH_USDT,3454,602.07,3751.46,3149.39,46.4,0.152,0.046,0.022,-30.69,1.02,B_New
B_MTF SMA-200 Filter,SOL_USDT,2420,603.07,3818.43,3215.36,37.2,0.147,0.056,0.044,-23.44,1.01,B_New
B_Ichimoku Cloud,LINK_USDT,1446,677.26,3093.0,2415.73,40.7,0.143,0.046,0.035,-25.5,1.02,B_New
B_Base RF Model,LTC_USDT,419,439.31,1048.05,608.73,47.3,0.141,0.016,0.029,-17.65,1.04,B_New
"B_SuperTrend (ATR×3, 10)",XRP_USDT,821,490.17,1491.22,1001.05,37.9,0.138,0.031,0.029,-20.7,1.03,B_New
B_Keltner Channel Breakout,TRX_USDT,1090,494.32,2792.59,2298.27,42.0,0.131,0.03,0.033,-18.49,1.03,B_New
A_MACD Momentum,ADA_USDT,3299,543.34,3626.99,3083.65,37.7,0.125,0.049,0.032,-20.74,1.01,A_Original
B_Trend RF Model,AVAX_USDT,575,385.73,1704.06,1318.33,47.7,0.125,0.021,0.063,-10.78,1.02,B_New
B_Donchian Breakout,DOT_USDT,460,319.59,1326.49,1006.9,45.2,0.12,0.021,0.032,-17.08,1.03,B_New
B_Donchian Breakout,BTC_USDT,546,345.51,1172.82,827.31,46.5,0.12,0.018,0.028,-13.97,1.04,B_New
A_RSI Mean Reversion,LTC_USDT,153,228.13,409.66,181.53,52.9,0.119,0.007,0.043,-6.32,1.07,A_Original
B_GARCH Volatility Position Sizing,DOT_USDT,629,354.11,1903.56,1549.45,48.5,0.115,0.021,0.024,-25.86,1.02,B_New
B_GARCH Volatility Position Sizing,ICP_USDT,520,311.79,1883.77,1571.98,43.8,0.113,0.026,0.039,-16.04,1.02,B_New
B_Futures Short RF Model,ETH_USDT,762,357.64,1324.19,966.55,52.6,0.112,0.015,0.033,-12.1,1.03,B_New
B_Base RF Model,ETH_USDT,600,384.34,1200.52,816.18,46.3,0.109,0.015,0.034,-12.83,1.03,B_New
B_MTF SMA-200 Filter,AVAX_USDT,2399,306.68,3865.84,3559.16,35.6,0.104,0.045,0.021,-25.46,1.01,B_New
A_RSI Mean Reversion,DOT_USDT,101,169.48,376.0,206.51,58.4,0.102,0.005,0.047,-6.29,1.07,A_Original
B_Volatility Breakout (TTM Squeeze),UNI_USDT,362,231.6,798.36,566.76,44.8,0.102,0.012,0.034,-11.92,1.03,B_New
B_OFI Momentum,XRP_USDT,2396,336.72,2485.83,2149.11,43.2,0.096,0.028,0.024,-17.61,1.01,B_New
B_Ichimoku Cloud,HBAR_USDT,1320,285.32,2383.07,2097.74,38.6,0.094,0.043,0.012,-34.61,1.01,B_New
B_VWAP Reversion,NEAR_USDT,2611,238.31,2681.46,2443.15,61.6,0.093,0.02,0.026,-16.15,1.01,B_New
A_Bollinger Band Reversion,ADA_USDT,1114,284.58,1576.85,1292.27,63.5,0.093,0.012,0.04,-8.67,1.02,A_Original
A_Bollinger Band Reversion,LINK_USDT,1012,273.33,1499.04,1225.71,63.6,0.091,0.012,0.028,-13.46,1.01,A_Original
B_Donchian Breakout,ADA_USDT,589,303.52,1258.47,954.95,47.2,0.091,0.015,0.024,-15.69,1.02,B_New
B_OFI Momentum,SOL_USDT,1779,239.15,2212.19,1973.04,45.3,0.091,0.026,0.016,-26.45,1.01,B_New
A_Bollinger Band Reversion,AVAX_USDT,785,199.04,1504.95,1305.9,60.6,0.088,0.012,0.017,-21.24,1.01,A_Original
B_Ichimoku Cloud,BTC_USDT,1762,275.2,2343.73,2068.54,39.0,0.083,0.024,0.017,-18.8,1.01,B_New
B_Elliott Wave + Base ML,DOGE_USDT,14,51.59,74.12,22.53,50.0,0.083,0.002,0.033,-2.27,1.17,B_New
B_Elliott Wave + Base ML,ADA_USDT,21,49.38,68.29,18.91,57.1,0.079,0.002,0.023,-2.67,1.12,B_New
B_MTF SMA-200 Filter,NEAR_USDT,2405,133.98,3347.15,3213.16,37.0,0.078,0.033,0.01,-24.73,1.0,B_New
B_Trend RF Model,ATOM_USDT,424,178.0,768.49,590.49,48.8,0.072,0.01,0.016,-15.32,1.01,B_New
B_OFI Momentum,DOT_USDT,1668,144.48,2222.01,2077.53,44.8,0.071,0.02,0.015,-16.91,1.01,B_New
B_Base RF Model,ATOM_USDT,220,139.19,617.51,478.32,51.4,0.067,0.005,0.023,-8.58,1.02,B_New
B_MTF SMA-200 Filter,ETH_USDT,3625,190.59,3971.44,3780.85,33.4,0.067,0.027,0.008,-27.85,1.0,B_New
B_Donchian Breakout,ICP_USDT,380,101.26,1057.32,956.07,44.2,0.064,0.01,0.014,-14.57,1.01,B_New
B_Keltner Channel Breakout,BTC_USDT,1118,166.63,1475.96,1309.33,44.5,0.063,0.014,0.011,-17.85,1.01,B_New
B_Trend RF Model,APT_USDT,186,64.82,718.83,654.01,46.8,0.06,0.008,0.017,-10.62,1.01,B_New
B_Keltner Channel Breakout,HBAR_USDT,820,19.7,1442.26,1422.56,44.3,0.057,0.022,0.001,-29.1,1.0,B_New
B_Funding Rate Arb,ATOM_USDT,2,11.01,41.76,30.75,50.0,0.05,0.0,0.029,-0.54,1.2,B_New
B_MTF SMA-200 Filter,ICP_USDT,2152,-25.07,3313.38,3338.44,33.7,0.049,0.021,-0.002,-28.81,1.0,B_New
B_Keltner Channel Breakout,XRP_USDT,971,43.92,1290.66,1246.75,41.0,0.044,0.009,0.002,-28.9,1.0,B_New
B_MTF SMA-200 Filter,HBAR_USDT,2914,-162.55,3120.24,3282.79,34.9,0.039,0.02,-0.009,-28.79,1.0,B_New
B_Donchian Breakout,TRX_USDT,766,37.81,1703.11,1665.31,41.4,0.036,0.007,0.004,-12.64,1.0,B_New
A_Ensemble A (RSI+MACD+BB),LINK_USDT,3873,2.3,3527.37,3525.07,42.6,0.035,0.014,0.0,-34.59,1.0,A_Original
B_Donchian Breakout,ATOM_USDT,603,1.27,1446.54,1445.27,44.1,0.032,0.006,0.0,-18.81,1.0,B_New
B_OFI Momentum,ETH_USDT,2587,10.42,2321.23,2310.82,42.9,0.032,0.009,0.0,-26.24,1.0,B_New
A_MACD Momentum,SOL_USDT,2327,-66.58,2142.56,2209.14,38.5,0.028,0.011,-0.006,-18.19,1.0,A_Original
B_GARCH Volatility Position Sizing,ATOM_USDT,793,-60.18,1533.59,1593.77,48.9,0.028,0.005,-0.003,-30.74,1.0,B_New
B_MTF SMA-200 Filter,ADA_USDT,3444,-147.03,3745.78,3892.81,34.4,0.027,0.011,-0.007,-24.68,1.0,B_New
